,loss,acc,val_loss,val_acc
0,0.40424931049346924,0.8717666864395142,0.09955407679080963,0.9700000286102295
1,0.13803839683532715,0.957966685295105,0.06782948970794678,0.9787999987602234
2,0.1098509356379509,0.9662500023841858,0.05343335121870041,0.983299970626831
3,0.09295076131820679,0.9713500142097473,0.05117072910070419,0.9843000173568726
4,0.08726843446493149,0.9729833602905273,0.04763469845056534,0.984499990940094
5,0.08153258264064789,0.9744499921798706,0.04373421147465706,0.9861999750137329
6,0.0753193274140358,0.9767833352088928,0.04158773273229599,0.9869999885559082
7,0.07458806782960892,0.9769666790962219,0.0408715195953846,0.9865000247955322
8,0.0676388293504715,0.9785833358764648,0.037155631929636,0.9882000088691711
9,0.06789679825305939,0.979116678237915,0.03599662706255913,0.988099992275238
