,loss,acc,val_loss,val_acc
0,0.23350611329078674,0.9273999929428101,0.07678557932376862,0.9751999974250793
1,0.09884196519851685,0.9695500135421753,0.06498083472251892,0.9790999889373779
2,0.07680962979793549,0.9762166738510132,0.045451078563928604,0.9850999712944031
3,0.06456346809864044,0.9794833064079285,0.04878995940089226,0.9850000143051147
4,0.054408665746450424,0.9834166765213013,0.041512321680784225,0.9872000217437744
5,0.04693130776286125,0.9851833581924438,0.04089264199137688,0.9872000217437744
6,0.04455588385462761,0.986050009727478,0.04200640693306923,0.9872000217437744
7,0.03986635431647301,0.9873999953269958,0.041263919323682785,0.9886000156402588
8,0.035673778504133224,0.9881500005722046,0.04306289181113243,0.9871000051498413
9,0.03360734507441521,0.989549994468689,0.03402451053261757,0.9896000027656555
