,loss,acc,val_loss,val_acc
0,0.2716359496116638,0.9211333394050598,0.11235549300909042,0.9649999737739563
1,0.1167873963713646,0.966533362865448,0.08913424611091614,0.972100019454956
2,0.08660023659467697,0.9747999906539917,0.07823503762483597,0.9750999808311462
3,0.06660789251327515,0.9803500175476074,0.08234892040491104,0.9765999913215637
4,0.05873915180563927,0.98253333568573,0.08317847549915314,0.9782999753952026
5,0.049040812999010086,0.9850000143051147,0.07619213312864304,0.9807999730110168
6,0.039306603372097015,0.9878000020980835,0.08152774721384048,0.9789999723434448
7,0.03621646761894226,0.9890166521072388,0.08113042265176773,0.9800999760627747
8,0.03446172550320625,0.989799976348877,0.07309170067310333,0.9810000061988831
9,0.02747303992509842,0.9917166829109192,0.08447811752557755,0.9817000031471252
10,0.027305426076054573,0.991266667842865,0.11104520410299301,0.9757999777793884
11,0.02606242708861828,0.9917333126068115,0.10428699851036072,0.9799000024795532
12,0.02251402474939823,0.9928666949272156,0.09459252655506134,0.982699990272522
13,0.02254013903439045,0.9930999875068665,0.1052839607000351,0.9803000092506409
14,0.019466206431388855,0.9942166805267334,0.10437122732400894,0.9825000166893005
15,0.020674198865890503,0.9940666556358337,0.10728862136602402,0.9814000129699707
16,0.021451270207762718,0.993316650390625,0.11912846565246582,0.9800000190734863
17,0.016095656901597977,0.9949666857719421,0.1215762197971344,0.9825999736785889
18,0.019779805094003677,0.9940666556358337,0.14219634234905243,0.9815000295639038
19,0.015918508172035217,0.9954333305358887,0.12673752009868622,0.9812999963760376
