,loss,acc,val_loss,val_acc
0,0.28203490376472473,0.916949987411499,0.11734098196029663,0.963699996471405
1,0.11952567845582962,0.9657333493232727,0.08542462438344955,0.9731000065803528
2,0.0863780528306961,0.9742833375930786,0.07627201825380325,0.9772999882698059
3,0.06697521358728409,0.9802333116531372,0.08190269023180008,0.9783999919891357
4,0.05602245032787323,0.9828500151634216,0.07160253077745438,0.9801999926567078
5,0.04757871851325035,0.9853333234786987,0.07338984310626984,0.9811000227928162
6,0.040452249348163605,0.9878833293914795,0.08828055113554001,0.9783999919891357
7,0.0375712513923645,0.987933337688446,0.07760042697191238,0.98089998960495
8,0.03263426572084427,0.9904333353042603,0.09008807688951492,0.9763000011444092
9,0.028254486620426178,0.9909499883651733,0.09148383140563965,0.9819999933242798
10,0.02904699184000492,0.9911999702453613,0.08372578024864197,0.9828000068664551
11,0.024099772796034813,0.9925833344459534,0.10652072727680206,0.9800000190734863
12,0.02324068173766136,0.9926999807357788,0.10216443240642548,0.9810000061988831
13,0.024455124512314796,0.9925500154495239,0.10030245035886765,0.9807999730110168
14,0.01973113603889942,0.9936333298683167,0.10511357337236404,0.9799000024795532
15,0.021588893607258797,0.9939333200454712,0.09748561680316925,0.9817000031471252
16,0.01735345646739006,0.9946833252906799,0.11586860567331314,0.9828000068664551
17,0.02004765160381794,0.9936500191688538,0.12801334261894226,0.9805999994277954
18,0.01568041555583477,0.9950000047683716,0.14580656588077545,0.9794999957084656
19,0.016902631148695946,0.9951333403587341,0.13503776490688324,0.9811000227928162
