,loss,acc,val_loss,val_acc
0,1.3418296575546265,0.599216639995575,0.6521779298782349,0.8590999841690063
1,0.7253316640853882,0.7913833260536194,0.4593318700790405,0.890500009059906
2,0.5929399728775024,0.8297833204269409,0.3892202377319336,0.9020000100135803
3,0.5192322731018066,0.8512666821479797,0.350612998008728,0.9100000262260437
4,0.4830189049243927,0.8624333143234253,0.32722556591033936,0.9146000146865845
5,0.45130449533462524,0.8739333152770996,0.3075443208217621,0.919700026512146
6,0.4252001941204071,0.8790000081062317,0.2918274700641632,0.9239000082015991
7,0.40455421805381775,0.8854833245277405,0.2795809209346771,0.9247000217437744
8,0.38819456100463867,0.8916166424751282,0.268960565328598,0.9283000230789185
9,0.37489861249923706,0.8949499726295471,0.2602670192718506,0.9293000102043152
10,0.36348098516464233,0.8981500267982483,0.2526187598705292,0.9312000274658203
11,0.35300785303115845,0.9001500010490417,0.24579323828220367,0.9337000250816345
12,0.34417298436164856,0.9030333161354065,0.239312082529068,0.9344000220298767
13,0.33320456743240356,0.9067166447639465,0.23409368097782135,0.9352999925613403
14,0.3233286738395691,0.9101499915122986,0.22799289226531982,0.9363999962806702
15,0.32020655274391174,0.9100000262260437,0.22376421093940735,0.9379000067710876
16,0.3135315477848053,0.9126333594322205,0.21932116150856018,0.9386000037193298
17,0.3076140284538269,0.9144333600997925,0.21545803546905518,0.9394000172615051
18,0.3019377887248993,0.915316641330719,0.2118634730577469,0.9406999945640564
19,0.29423967003822327,0.9181333184242249,0.20767579972743988,0.9412999749183655
