           1   0.0541642   0.0541642           0
           2   0.0535969   0.0538805 0.000200569
           3   0.0509565   0.0529059 0.000806968
           4   0.0530273   0.0529362 0.000605796
           5   0.0550445   0.0533579  0.00061409
           6   0.0500412   0.0528051 0.000718687
           7   0.0528611   0.0528131 0.000616062
           8   0.0536055   0.0529122 0.000546958
           9   0.0509973   0.0526994 0.000525941
          10   0.0548781   0.0529173 0.000516504
          11   0.0515397    0.052792 0.000484493
          12   0.0530025   0.0528096 0.000444436
          13   0.0530966   0.0528316 0.000410797
          14   0.0515272   0.0527385 0.000391878
          15   0.0508455   0.0526123 0.000385538
          16   0.0532411   0.0526516 0.000363439
          17   0.0530135   0.0526729 0.000342684
          18   0.0533952    0.052713 0.000325987
          19   0.0535954   0.0527594 0.000312121
          20   0.0498393   0.0526134 0.000328896
