           1     1.27793     1.27793           0
           2     1.28345     1.28069  0.00195033
           3     1.26134     1.27424  0.00542429
           4     1.27423     1.27424  0.00406822
           5     1.27385     1.27416  0.00325531
           6     1.24642     1.26953  0.00501723
           7     1.26629     1.26907  0.00432178
           8      1.2821      1.2707  0.00407674
           9     1.27672     1.27137   0.0036782
          10     1.25299     1.26953  0.00374158
          11     1.27367     1.26991  0.00342036
          12     1.26197     1.26925  0.00319866
          13     1.25513     1.26816  0.00313145
          14     1.26701     1.26808  0.00290885
          15      1.2456     1.26658  0.00307667
          16     1.25953     1.26614  0.00291574
          17     1.26891      1.2663  0.00274877
          18     1.28273     1.26721  0.00274341
          19     1.26135     1.26691  0.00261633
          20      1.2371     1.26542  0.00287878
