,loss,mse,val_loss,val_mse
0,2.612563371658325,2.612563371658325,2.0574986934661865,2.0574986934661865
1,1.4898476600646973,1.4898476600646973,1.2608526945114136,1.2608526945114136
2,0.9154387712478638,0.9154387712478638,0.8010414242744446,0.8010414242744446
3,0.5805605053901672,0.5805605053901672,0.5134214758872986,0.5134214758872986
4,0.3709785044193268,0.3709785044193268,0.33380892872810364,0.33380892872810364
5,0.24067702889442444,0.24067702889442444,0.21661199629306793,0.21661199629306793
6,0.1558368057012558,0.1558368057012558,0.13960333168506622,0.13960333168506622
7,0.10030076652765274,0.10030076652765274,0.09086363762617111,0.09086363762617111
8,0.06523841619491577,0.06523841619491577,0.0590103343129158,0.0590103343129158
9,0.042288411408662796,0.042288411408662796,0.03812340274453163,0.03812340274453163
0,0.02734195441007614,0.02734195441007614,0.024687957018613815,0.024687957018613815
1,0.017705420032143593,0.017705420032143593,0.01612897217273712,0.01612897217273712
2,0.011559521779417992,0.011559521779417992,0.010456894524395466,0.010456894524395466
3,0.007500660605728626,0.007500660605728626,0.006773984059691429,0.006773984059691429
4,0.004854661412537098,0.004854661412537098,0.004413065500557423,0.004413065500557423
5,0.0031640995293855667,0.0031640995293855667,0.0028649300802499056,0.0028649300802499056
6,0.002053035655990243,0.002053035655990243,0.0018459197599440813,0.0018459197599440813
7,0.001322795171290636,0.001322795171290636,0.0012009181082248688,0.0012009181082248688
8,0.0008607433992438018,0.0008607433992438018,0.0007797077996656299,0.0007797077996656299
9,0.0005580808501690626,0.0005580808501690626,0.0005033911438658834,0.0005033911438658834
10,0.000360778474714607,0.000360778474714607,0.0003247661516070366,0.0003247661516070366
11,0.00023286875511985272,0.00023286875511985272,0.0002115778625011444,0.0002115778625011444
12,0.00015160457405727357,0.00015160457405727357,0.00013648033200297505,0.00013648033200297505
13,9.784807480173185e-05,9.784807480173185e-05,8.843894465826452e-05,8.843894465826452e-05
14,6.342002598103136e-05,6.342002598103136e-05,5.725942537537776e-05,5.725942537537776e-05
15,4.105197876924649e-05,4.105197876924649e-05,3.707591531565413e-05,3.707591531565413e-05
16,2.657894765434321e-05,2.657894765434321e-05,2.4100434529827908e-05,2.4100434529827908e-05
17,1.726308801153209e-05,1.726308801153209e-05,1.5618039469700307e-05,1.5618039469700307e-05
18,1.1181889021827374e-05,1.1181889021827374e-05,1.0132588613487314e-05,1.0132588613487314e-05
19,7.261874998221174e-06,7.261874998221174e-06,6.585129085578956e-06,6.585129085578956e-06
20,4.713534508482553e-06,4.713534508482553e-06,4.26535416409024e-06,4.26535416409024e-06
21,3.055545676033944e-06,3.055545676033944e-06,2.76201831184153e-06,2.76201831184153e-06
22,1.981132982109557e-06,1.981132982109557e-06,1.7825955183070619e-06,1.7825955183070619e-06
23,1.2779413509633741e-06,1.2779413509633741e-06,1.1566885405045468e-06,1.1566885405045468e-06
24,8.289429729302356e-07,8.289429729302356e-07,7.499576213376713e-07,7.499576213376713e-07
25,5.377674483497685e-07,5.377674483497685e-07,4.849179049415397e-07,4.849179049415397e-07
26,3.4774842561091646e-07,3.4774842561091646e-07,3.159465222779545e-07,3.159465222779545e-07
27,2.2658144871456898e-07,2.2658144871456898e-07,2.0517487087090558e-07,2.0517487087090558e-07
28,1.4700825090585568e-07,1.4700825090585568e-07,1.3247401398075453e-07,1.3247401398075453e-07
29,9.49579188613825e-08,9.49579188613825e-08,8.575363352747445e-08,8.575363352747445e-08
30,6.146868969381103e-08,6.146868969381103e-08,5.533087588105445e-08,5.533087588105445e-08
31,3.973941886670218e-08,3.973941886670218e-08,3.5989401681035815e-08,3.5989401681035815e-08
32,2.5816758508767634e-08,2.5816758508767634e-08,2.341270999295375e-08,2.341270999295375e-08
33,1.6768636257324943e-08,1.6768636257324943e-08,1.513681979758985e-08,1.513681979758985e-08
34,1.0855354837246978e-08,1.0855354837246978e-08,9.831260250336982e-09,9.831260250336982e-09
35,7.0346612979221845e-09,7.0346612979221845e-09,6.390212803353279e-09,6.390212803353279e-09
36,4.57988047486424e-09,4.57988047486424e-09,4.138207554404971e-09,4.138207554404971e-09
37,2.973186807864181e-09,2.973186807864181e-09,2.7126092483342745e-09,2.7126092483342745e-09
38,1.9339447820954092e-09,1.9339447820954092e-09,1.7430559218212238e-09,1.7430559218212238e-09
39,1.2515090075382318e-09,1.2515090075382318e-09,1.1394082344295953e-09,1.1394082344295953e-09
40,8.159921627282074e-10,8.159921627282074e-10,7.378577748795578e-10,7.378577748795578e-10
41,5.287451032565116e-10,5.287451032565116e-10,4.800354558298636e-10,4.800354558298636e-10
42,3.3896577211756096e-10,3.3896577211756096e-10,2.9944385859792533e-10,2.9944385859792533e-10
43,2.1595626675807722e-10,2.1595626675807722e-10,1.985226150136299e-10,1.985226150136299e-10
44,1.4644639667604764e-10,1.4644639667604764e-10,1.3566077428084355e-10,1.3566077428084355e-10
45,9.729727440399571e-11,9.729727440399571e-11,8.7596152553715e-11,8.7596152553715e-11
46,5.910288231048e-11,5.910288231048e-11,4.851811313821841e-11,4.851811313821841e-11
47,3.2707569291856586e-11,3.2707569291856586e-11,2.942325202925922e-11,2.942325202925922e-11
48,2.2147179923326377e-11,2.2147179923326377e-11,2.1916284759226912e-11,2.1916284759226912e-11
49,1.8474343582708386e-11,1.8474343582708386e-11,1.984948490296734e-11,1.984948490296734e-11
50,1.654988299182314e-11,1.654988299182314e-11,1.7884025857450858e-11,1.7884025857450858e-11
51,1.541767928603388e-11,1.541767928603388e-11,1.7351549017052825e-11,1.7351549017052825e-11
52,1.5005861137007415e-11,1.5005861137007415e-11,1.666338247940935e-11,1.666338247940935e-11
53,1.4416925118998503e-11,1.4416925118998503e-11,1.5506788561547857e-11,1.5506788561547857e-11
54,1.3467109372111707e-11,1.3467109372111707e-11,1.5506788561547857e-11,1.5506788561547857e-11
0,1.3467109372111707e-11,1.3467109372111707e-11,1.5506788561547857e-11,1.5506788561547857e-11
1,1.3467106770026493e-11,1.3467106770026493e-11,1.5506788561547857e-11,1.5506788561547857e-11
2,1.3470651677449652e-11,1.3470651677449652e-11,1.544098876538058e-11,1.544098876538058e-11
3,1.3493083386717508e-11,1.3493083386717508e-11,1.541381258740593e-11,1.541381258740593e-11
4,1.3451345939885506e-11,1.3451345939885506e-11,1.541381258740593e-11,1.541381258740593e-11
5,1.3451346807247244e-11,1.3451346807247244e-11,1.541381258740593e-11,1.541381258740593e-11
6,1.3451343337800292e-11,1.3451343337800292e-11,1.4932619377128198e-11,1.4932619377128198e-11
7,1.297211730394432e-11,1.297211730394432e-11,1.4932619377128198e-11,1.4932619377128198e-11
8,1.2990186183670094e-11,1.2990186183670094e-11,1.4932619377128198e-11,1.4932619377128198e-11
9,1.2972115569220843e-11,1.2972115569220843e-11,1.487985949732984e-11,1.487985949732984e-11
10,1.2976098494321686e-11,1.2976098494321686e-11,1.4932619377128198e-11,1.4932619377128198e-11
11,1.2973081810196962e-11,1.2973081810196962e-11,1.497209300982405e-11,1.497209300982405e-11
12,1.29777655635821e-11,1.29777655635821e-11,1.497209300982405e-11,1.497209300982405e-11
13,1.2978279041730989e-11,1.2978279041730989e-11,1.497209300982405e-11,1.497209300982405e-11
14,1.2977764696220362e-11,1.2977764696220362e-11,1.497209300982405e-11,1.497209300982405e-11
15,1.2977766430943838e-11,1.2977766430943838e-11,1.497209300982405e-11,1.497209300982405e-11
16,1.2990246898991753e-11,1.2990246898991753e-11,1.4932619377128198e-11,1.4932619377128198e-11
17,1.2972116436582581e-11,1.2972116436582581e-11,1.4932619377128198e-11,1.4932619377128198e-11
18,1.2972118171306057e-11,1.2972118171306057e-11,1.4932619377128198e-11,1.4932619377128198e-11
19,1.299150283878836e-11,1.299150283878836e-11,1.4932619377128198e-11,1.4932619377128198e-11
20,1.2972118171306057e-11,1.2972118171306057e-11,1.4932619377128198e-11,1.4932619377128198e-11
21,1.2964879170240806e-11,1.2964879170240806e-11,1.487985949732984e-11,1.487985949732984e-11
22,1.2951999715793416e-11,1.2951999715793416e-11,1.435932449334043e-11,1.435932449334043e-11
23,1.2501965608591181e-11,1.2501965608591181e-11,1.435932449334043e-11,1.435932449334043e-11
24,1.250761039878201e-11,1.250761039878201e-11,1.438416052934599e-11,1.438416052934599e-11
25,1.2519447284420337e-11,1.2519447284420337e-11,1.438416052934599e-11,1.438416052934599e-11
26,1.2506415174307062e-11,1.2506415174307062e-11,1.438416052934599e-11,1.438416052934599e-11
27,1.251623370918109e-11,1.251623370918109e-11,1.4384482320550784e-11,1.4384482320550784e-11
28,1.2490694242806022e-11,1.2490694242806022e-11,1.438416052934599e-11,1.438416052934599e-11
29,1.2506417776392276e-11,1.2506417776392276e-11,1.438416052934599e-11,1.438416052934599e-11
30,1.2506417776392276e-11,1.2506417776392276e-11,1.435932449334043e-11,1.435932449334043e-11
31,1.2501965608591181e-11,1.2501965608591181e-11,1.435932449334043e-11,1.435932449334043e-11
32,1.2501963873867705e-11,1.2501963873867705e-11,1.438416052934599e-11,1.438416052934599e-11
33,1.2506416909030538e-11,1.2506416909030538e-11,1.438416052934599e-11,1.438416052934599e-11
34,1.2480925147551059e-11,1.2480925147551059e-11,1.4384482320550784e-11,1.4384482320550784e-11
35,1.2472185610679087e-11,1.2472185610679087e-11,1.4384482320550784e-11,1.4384482320550784e-11
36,1.202542926348471e-11,1.202542926348471e-11,1.377123762247301e-11,1.377123762247301e-11
37,1.1960122128784612e-11,1.1960122128784612e-11,1.377123762247301e-11,1.377123762247301e-11
38,1.1960120394061136e-11,1.1960120394061136e-11,1.377123762247301e-11,1.377123762247301e-11
39,1.1960122128784612e-11,1.1960122128784612e-11,1.377123762247301e-11,1.377123762247301e-11
40,1.1961023317630382e-11,1.1961023317630382e-11,1.383820402017788e-11,1.383820402017788e-11
41,1.1985091738497822e-11,1.1985091738497822e-11,1.383820402017788e-11,1.383820402017788e-11
42,1.2006945784848178e-11,1.2006945784848178e-11,1.3840723706026736e-11,1.3840723706026736e-11
43,1.2002397339894166e-11,1.2002397339894166e-11,1.3749239594074147e-11,1.3749239594074147e-11
44,1.1990778162052074e-11,1.1990778162052074e-11,1.3749239594074147e-11,1.3749239594074147e-11
45,1.1977338391921943e-11,1.1977338391921943e-11,1.377123762247301e-11,1.377123762247301e-11
46,1.1971571303726058e-11,1.1971571303726058e-11,1.3840723706026736e-11,1.3840723706026736e-11
47,1.2001794523486264e-11,1.2001794523486264e-11,1.3840723706026736e-11,1.3840723706026736e-11
48,1.1999495147518857e-11,1.1999495147518857e-11,1.3840723706026736e-11,1.3840723706026736e-11
49,1.1999489075986691e-11,1.1999489075986691e-11,1.3840723706026736e-11,1.3840723706026736e-11
50,1.1991110361597723e-11,1.1991110361597723e-11,1.383820402017788e-11,1.383820402017788e-11
51,1.2001328750232965e-11,1.2001328750232965e-11,1.3840723706026736e-11,1.3840723706026736e-11
52,1.1998441303007201e-11,1.1998441303007201e-11,1.383820402017788e-11,1.383820402017788e-11
