,loss,mse,val_loss,val_mse
0,2.9446020126342773,2.9446020126342773,2.95786714553833,2.95786714553833
1,2.105799436569214,2.105799436569214,2.136260747909546,2.136260747909546
2,1.5390244722366333,1.5390244722366333,1.5969332456588745,1.5969332456588745
3,1.162592887878418,1.162592887878418,1.2156366109848022,1.2156366109848022
4,0.8911562561988831,0.8911562561988831,0.9356197714805603,0.9356197714805603
5,0.6905467510223389,0.6905467510223389,0.7170297503471375,0.7170297503471375
6,0.5334432721138,0.5334432721138,0.5496345162391663,0.5496345162391663
7,0.4112396836280823,0.4112396836280823,0.42982837557792664,0.429828405380249
8,0.3228576183319092,0.3228576183319092,0.3362468481063843,0.33624687790870667
9,0.25335243344306946,0.25335243344306946,0.2609878182411194,0.2609878182411194
0,0.1971178501844406,0.1971178501844406,0.20392553508281708,0.20392553508281708
1,0.15444374084472656,0.15444374084472656,0.15889118611812592,0.15889118611812592
2,0.12058597803115845,0.12058597803115845,0.12437424063682556,0.12437424063682556
3,0.09443288296461105,0.09443288296461105,0.09722553938627243,0.09722553938627243
4,0.07369633764028549,0.07369633764028549,0.0765271857380867,0.0765271857380867
5,0.058008886873722076,0.058008886873722076,0.0597202405333519,0.0597202405333519
6,0.04537976533174515,0.04537976533174515,0.04633161425590515,0.04633161425590515
7,0.03525334969162941,0.03525334969162941,0.03649182617664337,0.03649182617664337
8,0.02777203731238842,0.02777203731238842,0.028703659772872925,0.028703659772872925
9,0.021850984543561935,0.021850984543561935,0.02236485853791237,0.02236485853791237
10,0.01703011803328991,0.01703011803328991,0.017506610602140427,0.017506610602140427
11,0.01334874052554369,0.01334874052554369,0.01382564939558506,0.01382564939558506
12,0.010530764237046242,0.010530764237046242,0.01089418400079012,0.01089418400079012
13,0.008306434378027916,0.008306434378027916,0.008557571098208427,0.008557571098208427
14,0.006510916631668806,0.006510916631668806,0.006696876138448715,0.006696876138448715
15,0.0051048872992396355,0.0051048872992396355,0.0052810125052928925,0.0052810125052928925
16,0.00402035703882575,0.00402035703882575,0.004151472821831703,0.004151472821831703
17,0.0031617581844329834,0.0031617581844329834,0.003262550802901387,0.003262550802901387
18,0.002483031013980508,0.002483031013980508,0.0025681755505502224,0.0025681755505502224
19,0.001954547828063369,0.001954547828063369,0.0020021030213683844,0.0020021030213683844
20,0.0015261111548170447,0.0015261111548170447,0.0015552106779068708,0.0015552106779068708
21,0.0011873324401676655,0.0011873324401676655,0.0012168578105047345,0.0012168578105047345
22,0.0009274212643504143,0.0009274212643504143,0.0009476547129452229,0.0009476546547375619
23,0.0007232513162307441,0.0007232513162307441,0.0007400073809549212,0.0007400073809549212
24,0.0005662240437231958,0.0005662240437231958,0.0005820338265039027,0.0005820338265039027
25,0.00044506211997941136,0.00044506211997941136,0.00046026118798181415,0.00046026118798181415
26,0.0003514248819556087,0.0003514248819556087,0.0003587544779293239,0.0003587544779293239
27,0.00027403351850807667,0.00027403351850807667,0.00028181925881654024,0.00028181925881654024
28,0.00021476374240592122,0.00021476374240592122,0.00021968170767650008,0.00021968170767650008
29,0.00016712544311303645,0.00016712544311303645,0.00017233783728443086,0.00017233783728443086
30,0.00013105235120747238,0.00013105235120747238,0.0001345887139905244,0.0001345887139905244
31,0.00010241914424113929,0.00010241914424113929,0.00010553908941801637,0.00010553908941801637
32,8.029878517845646e-05,8.029878517845646e-05,8.295405859826133e-05,8.295405859826133e-05
33,6.30907088634558e-05,6.30907088634558e-05,6.447006308007985e-05,6.447006308007985e-05
34,4.9106973165180534e-05,4.9106973165180534e-05,5.0560433010105044e-05,5.0560433010105044e-05
35,3.854805981973186e-05,3.854805981973186e-05,3.960903995903209e-05,3.960903995903209e-05
36,3.0167864679242484e-05,3.0167864679242484e-05,3.1023660994833335e-05,3.1023660994833335e-05
37,2.3605140086147003e-05,2.3605140086147003e-05,2.438260162307415e-05,2.438260162307415e-05
38,1.8561608158051968e-05,1.8561608158051968e-05,1.903031807160005e-05,1.903031807160005e-05
39,1.4438759535551071e-05,1.4438759535551071e-05,1.4895200365572236e-05,1.4895200365572236e-05
40,1.1307428394502494e-05,1.1307428394502494e-05,1.1619748875091318e-05,1.1619748875091318e-05
41,8.830877959553618e-06,8.830877959553618e-06,9.070397936739028e-06,9.070397936739028e-06
42,6.905878763063811e-06,6.905878763063811e-06,7.145245035644621e-06,7.145245035644621e-06
43,5.438945208879886e-06,5.438945208879886e-06,5.623830020340392e-06,5.623830020340392e-06
44,4.270633780834032e-06,4.270633780834032e-06,4.423477093951078e-06,4.423477093951078e-06
45,3.3571350286365487e-06,3.3571350286365487e-06,3.4518909615144366e-06,3.4518909615144366e-06
46,2.622996589707327e-06,2.622996589707327e-06,2.692815087357303e-06,2.692815087357303e-06
47,2.0440274965949357e-06,2.0440274965949357e-06,2.1246376036287984e-06,2.1246376036287984e-06
48,1.612663027117378e-06,1.612663027117378e-06,1.6476395785502973e-06,1.6476395785502973e-06
49,1.2541970590973506e-06,1.2541970590973506e-06,1.2946087508680648e-06,1.2946087508680648e-06
50,9.840074426392675e-07,9.840074426392675e-07,1.0094994422615855e-06,1.0094994422615855e-06
51,7.67836695558799e-07,7.67836695558799e-07,7.897174896243087e-07,7.897174896243087e-07
52,6.006777653055906e-07,6.006777653055906e-07,6.175160933707957e-07,6.175160933707957e-07
53,4.6951146259743837e-07,4.6951146259743837e-07,4.818087404601101e-07,4.818087404601101e-07
54,3.667884982405667e-07,3.667884982405667e-07,3.7950903220007604e-07,3.7950903220007604e-07
0,2.892732027248712e-07,2.892732027248712e-07,2.974140613787313e-07,2.974140613787313e-07
1,2.2697341250932368e-07,2.2697341250932368e-07,2.324668741948699e-07,2.324668884057246e-07
2,1.774114650743286e-07,1.774114650743286e-07,1.8205120966285904e-07,1.8205120966285904e-07
3,1.3887685668123595e-07,1.3887685668123595e-07,1.4243477153286221e-07,1.4243477153286221e-07
4,1.0835422159516384e-07,1.0835422159516384e-07,1.121693458117079e-07,1.121693458117079e-07
5,8.524195038717153e-08,8.524195038717153e-08,8.758625824611954e-08,8.758625824611954e-08
6,6.668989271929604e-08,6.668989271929604e-08,6.797394291879755e-08,6.797394291879755e-08
7,5.179007800393265e-08,5.179007800393265e-08,5.3479759287711204e-08,5.3479759287711204e-08
8,4.0736651385486766e-08,4.0736651385486766e-08,4.203904424571192e-08,4.203904424571192e-08
9,3.2059759291769296e-08,3.2059759291769296e-08,3.28023439521985e-08,3.28023439521985e-08
10,2.5004039727605232e-08,2.5004039727605232e-08,2.5704911976731637e-08,2.5704911976731637e-08
11,1.9615994162336392e-08,1.9615994162336392e-08,2.0331354377844946e-08,2.0331354377844946e-08
12,1.5513768047981102e-08,1.5513768047981102e-08,1.60475597255072e-08,1.60475597255072e-08
13,1.2242677982499117e-08,1.2242677982499117e-08,1.2618482259085795e-08,1.2618482259085795e-08
14,9.607584949833381e-09,9.607584949833381e-09,9.89174786525382e-09,9.89174786525382e-09
15,7.53765494465597e-09,7.53765494465597e-09,7.7827424505017e-09,7.7827424505017e-09
16,5.919257528574917e-09,5.919257528574917e-09,6.116876338779775e-09,6.116876338779775e-09
17,4.65395366688881e-09,4.65395366688881e-09,4.798346164847089e-09,4.798346164847089e-09
18,3.657301128612289e-09,3.657301128612289e-09,3.794873304485691e-09,3.794873304485691e-09
19,2.887812433627346e-09,2.887812433627346e-09,2.9503088860849402e-09,2.9503088860849402e-09
20,2.2430266533035592e-09,2.2430266533035592e-09,2.292818601645763e-09,2.292818601645763e-09
21,1.7521681883181373e-09,1.7521681883181373e-09,1.8001119483912476e-09,1.800111837368945e-09
22,1.3694637646111119e-09,1.3694637646111119e-09,1.396328608294084e-09,1.396328608294084e-09
23,1.0623522062047641e-09,1.0623522062047641e-09,1.0869662947499137e-09,1.0869662947499137e-09
24,8.255335304241385e-10,8.255335304241385e-10,8.460092626449978e-10,8.460092626449978e-10
25,6.448670486491892e-10,6.448670486491892e-10,6.695554111146862e-10,6.695554111146862e-10
26,5.096520983016717e-10,5.096520983016717e-10,5.188645069154063e-10,5.188645069154063e-10
27,3.9674311058668366e-10,3.9674311058668366e-10,4.0680669943782277e-10,4.0680669943782277e-10
28,3.0972324704947596e-10,3.0972324704947596e-10,3.129080328179157e-10,3.129080328179157e-10
29,2.3850985075846154e-10,2.3850985075846154e-10,2.5025589933669323e-10,2.5025589933669323e-10
30,1.915139852259884e-10,1.915139852259884e-10,1.9598231371098507e-10,1.9598231371098507e-10
31,1.5100123929023823e-10,1.5100123929023823e-10,1.5825149524140159e-10,1.5825149524140159e-10
32,1.21412338516258e-10,1.21412338516258e-10,1.2587358932947268e-10,1.2587358932947268e-10
