           0           0           0
    0.064633           0           0
    0.129266           0           0
    0.193899           0           0
    0.258532           0           0
    0.323165           0           0
    0.387798           0           0
    0.452431           0           0
    0.517064           0           0
    0.581697           0           0
     0.64633           0           0
    0.710963           0           0
    0.775596           0           0
     0.84023 0.000862103 8.35242e-05
    0.904863    0.148658  0.00115626
    0.969496     1.06371  0.00354399
     1.03413     2.04623  0.00556624
     1.09876     2.26976  0.00587495
     1.16339     2.08589  0.00435308
     1.22803     1.82505  0.00427828
     1.29266     1.62171  0.00341997
     1.35729     1.45224  0.00313792
     1.42193     1.33949  0.00264979
     1.48656     1.24719  0.00240858
     1.55119     1.18876  0.00233813
     1.61583     1.14032  0.00211064
     1.68046     1.11522  0.00184984
     1.74509     1.09188  0.00194261
     1.80973     1.07388  0.00180328
     1.87436     1.06702  0.00164661
     1.93899     1.05929  0.00178405
     2.00362     1.05945  0.00169489
     2.06826     1.05837  0.00164515
     2.13289     1.05032  0.00139668
     2.19752     1.04889    0.001417
     2.26216     1.04298  0.00127616
     2.32679      1.0376   0.0013519
     2.39142     1.03196  0.00120157
     2.45606     1.02347  0.00110262
     2.52069     1.02273   0.0011065
     2.58532     1.01883  0.00126414
     2.64995     1.01359   0.0012503
     2.71459     1.00992  0.00114909
     2.77922     1.00914  0.00115987
     2.84385     1.00559  0.00117452
     2.90849     1.00311  0.00106799
     2.97312     1.00051 0.000955918
     3.03775     1.00127 0.000995412
     3.10239    0.999051  0.00107439
     3.16702    0.998404 0.000927313
     3.23165    0.996557  0.00091603
     3.29629    0.996891  0.00085435
     3.36092      0.9947  0.00083566
     3.42555     0.99445 0.000865473
     3.49018    0.993438 0.000847955
     3.55482    0.993663 0.000755665
     3.61945    0.992694 0.000878322
     3.68408    0.990897 0.000825842
     3.74872    0.990486 0.000879212
     3.81335     0.99151 0.000815654
     3.87798    0.988466 0.000781984
     3.94262     0.99057 0.000745241
     4.00725    0.990195 0.000694787
     4.07188    0.989215 0.000731796
     4.13651    0.988909 0.000752417
     4.20115    0.987173 0.000715859
     4.26578    0.988902 0.000761338
     4.33041     0.98731 0.000586869
     4.39505    0.988198 0.000584503
     4.45968    0.988692 0.000629451
     4.52431    0.987968 0.000609805
     4.58895    0.986872 0.000595603
     4.65358    0.987668 0.000612847
     4.71821    0.987556 0.000559135
     4.78285    0.986722 0.000584279
     4.84748    0.987152 0.000560089
     4.91211    0.987582 0.000523185
     4.97674    0.986791 0.000594517
     5.04138    0.987069 0.000623886
     5.10601     0.98601  0.00053271
     5.17064    0.986489 0.000526751
     5.23528    0.987512 0.000550833
     5.29991    0.986581 0.000529134
     5.36454    0.985661 0.000535001
     5.42918    0.986426 0.000522254
     5.49381    0.986076 0.000584381
     5.55844    0.985095 0.000471854
     5.62307     0.98586 0.000517205
     5.68771    0.985184 0.000487863
     5.75234    0.985678 0.000471182
     5.81697    0.985387 0.000455927
     5.88161    0.986314 0.000493479
     5.94624     0.98614 0.000488378
     6.01087    0.985574 0.000444033
     6.07551    0.985714 0.000444984
     6.14014    0.985948 0.000467016
     6.20477    0.985877 0.000494726
      6.2694    0.985301 0.000485628
     6.33404    0.986489 0.000433162
     6.39867    0.986256  0.00043518
           0           0           0
    0.064633           0           0
    0.129266           0           0
    0.193899           0           0
    0.258532           0           0
    0.323165           0           0
    0.387798           0           0
    0.452431           0           0
    0.517064           0           0
