           1   -0.411521   -0.411521           0
           2   -0.407397   -0.409459   0.0014581
           3   -0.414348   -0.411089  0.00164779
           4   -0.421056   -0.413581   0.0024869
           5   -0.414458   -0.413756   0.0019957
           6   -0.419236   -0.414669  0.00186038
           7   -0.415035   -0.414722  0.00159534
           8   -0.415579   -0.414829  0.00139952
           9   -0.413411   -0.414671  0.00125286
          10   -0.411339   -0.414338  0.00117106
          11   -0.418363   -0.414704  0.00112032
          12   -0.416564   -0.414859  0.00103763
          13    -0.41613   -0.414957 0.000962402
          14   -0.416048   -0.415035 0.000896813
          15   -0.409735   -0.414681 0.000903952
          16   -0.420443   -0.415041 0.000916377
          17   -0.416737   -0.415141 0.000867884
          18   -0.412671   -0.415004 0.000830446
          19   -0.420468   -0.415292 0.000835056
          20   -0.410373   -0.415046 0.000828728
          21   -0.413266   -0.414961 0.000793587
          22   -0.416878   -0.415048 0.000762282
          23   -0.407167   -0.414705  0.00080246
          24   -0.409098   -0.414472  0.00080231
          25    -0.41777   -0.414604 0.000780989
          26   -0.416311   -0.414669 0.000753707
          27   -0.410948   -0.414531 0.000738287
          28   -0.412659   -0.414465 0.000714941
          29   -0.417151   -0.414557 0.000696262
          30   -0.419639   -0.414727 0.000693355
          31    -0.41365   -0.414692 0.000671858
          32   -0.415028   -0.414702 0.000650944
          33   -0.413966    -0.41468 0.000631601
          34   -0.414844   -0.414685 0.000613043
          35   -0.421896   -0.414891 0.000629198
          36   -0.418871   -0.415002 0.000621358
          37   -0.415961   -0.415027 0.000605105
          38   -0.405023   -0.414764 0.000643917
          39   -0.411112   -0.414671 0.000634179
          40   -0.411542   -0.414592 0.000623129
          41   -0.407464   -0.414418 0.000631721
          42    -0.41516   -0.414436 0.000616927
          43   -0.421206   -0.414594 0.000622345
          44   -0.412839   -0.414554 0.000609477
          45   -0.416054   -0.414587 0.000596844
          46   -0.417295   -0.414646 0.000586766
          47   -0.414394   -0.414641 0.000574306
          48   -0.412363   -0.414593 0.000564298
          49   -0.410179   -0.414503 0.000559927
          50   -0.409388   -0.414401 0.000557994
          51   -0.414083   -0.414394 0.000547088
          52   -0.418869   -0.414481 0.000543292
          53   -0.414002   -0.414471 0.000533116
          54   -0.411817   -0.414422 0.000525504
          55   -0.418053   -0.414488 0.000520079
          56   -0.416568   -0.414525 0.000512116
          57   -0.417418   -0.414576 0.000505639
          58   -0.413726   -0.414562 0.000497134
          59   -0.419305   -0.414642 0.000495166
          60   -0.416166   -0.414667 0.000487565
          61   -0.414419   -0.414663 0.000479589
          62   -0.410179   -0.414591 0.000477276
          63   -0.414349   -0.414587 0.000469716
          64   -0.412614   -0.414556 0.000463387
          65   -0.420561   -0.414649 0.000465374
          66   -0.411593   -0.414602 0.000460621
          67   -0.412847   -0.414576 0.000454491
          68   -0.417648   -0.414621 0.000450046
          69   -0.413731   -0.414608 0.000443709
          70   -0.410479   -0.414549 0.000441274
          71   -0.413199    -0.41453 0.000435469
          72   -0.412707   -0.414505 0.000430156
          73   -0.405235   -0.414378 0.000442611
          74   -0.416123   -0.414402 0.000437257
          75   -0.410699   -0.414352 0.000434206
          76   -0.414202    -0.41435 0.000428497
          77   -0.410585   -0.414301 0.000425714
          78   -0.412262   -0.414275 0.000421058
          79   -0.411332   -0.414238 0.000417373
          80   -0.414295   -0.414239 0.000412157
          81   -0.417813   -0.414283 0.000409424
          82   -0.413816   -0.414277 0.000404471
          83   -0.421139    -0.41436 0.000407959
          84   -0.409418   -0.414301 0.000407323
          85   -0.420399   -0.414373   0.0004088
          86   -0.414325   -0.414372 0.000404047
          87   -0.411566    -0.41434 0.000400688
          88   -0.411824   -0.414311 0.000397154
          89   -0.414491   -0.414313 0.000392697
          90   -0.416093   -0.414333 0.000388831
          91   -0.419529    -0.41439 0.000388728
          92   -0.415131   -0.414398 0.000384586
          93   -0.410012   -0.414351 0.000383331
          94   -0.416141    -0.41437 0.000379726
          95   -0.417009   -0.414398 0.000376743
          96   -0.414011   -0.414394  0.00037284
          97   -0.407557   -0.414323   0.0003756
          98   -0.414253   -0.414323 0.000371768
          99   -0.420764   -0.414388 0.000373664
         100   -0.412563    -0.41437 0.000370373
