           0           0           0
    0.064633           0           0
    0.129266           0           0
    0.193899           0           0
    0.258532           0           0
    0.323165           0           0
    0.387798           0           0
    0.452431           0           0
    0.517064           0           0
    0.581697           0           0
     0.64633           0           0
    0.710963           0           0
    0.775596           0           0
     0.84023 0.000562762 0.000326358
    0.904863    0.150075  0.00773116
    0.969496     1.00939   0.0234017
     1.03413     1.88285   0.0389554
     1.09876     2.14599   0.0471806
     1.16339     1.95864   0.0390325
     1.22803     1.69473   0.0283128
     1.29266     1.49482   0.0261122
     1.35729     1.40306    0.023865
     1.42193     1.28047   0.0198248
     1.48656     1.15896   0.0214427
     1.55119      1.0978   0.0190123
     1.61583     1.07484   0.0175175
     1.68046     1.04892   0.0164239
     1.74509     1.04438   0.0161328
     1.80973     1.02179   0.0160446
     1.87436     1.01979   0.0152907
     1.93899     1.02728   0.0157332
     2.00362     1.02056   0.0156086
     2.06826      1.0353    0.015176
     2.13289     1.00238   0.0132428
     2.19752     1.00247   0.0132132
     2.26216     1.01323   0.0124802
     2.32679     1.01355   0.0116686
     2.39142     1.01124   0.0126243
     2.45606     0.99187   0.0127527
     2.52069    0.991399   0.0126529
     2.58532    0.984083   0.0116317
     2.64995    0.987899   0.0105976
     2.71459    0.989408   0.0104993
     2.77922    0.981061   0.0107726
     2.84385    0.971095   0.0115472
     2.90849    0.962495   0.0104256
     2.97312    0.984363   0.0108035
     3.03775    0.983524  0.00968327
     3.10239    0.999307    0.008757
     3.16702    0.996009  0.00973665
     3.23165    0.984231  0.00852998
     3.29629    0.975133   0.0089923
     3.36092    0.985432  0.00760707
     3.42555     1.00599  0.00854522
     3.49018    0.997555  0.00795197
     3.55482    0.992574  0.00727728
     3.61945    0.992051  0.00723061
     3.68408    0.993772  0.00786405
     3.74872    0.991106  0.00671512
     3.81335     0.99725  0.00688079
     3.87798     0.98622  0.00656138
     3.94262    0.994463  0.00705015
     4.00725     1.00352  0.00713462
     4.07188     1.00375  0.00763284
     4.13651    0.996984  0.00740834
     4.20115    0.989432   0.0072074
     4.26578    0.989242  0.00712193
     4.33041     0.97577  0.00727367
     4.39505    0.976778  0.00724318
     4.45968    0.984452  0.00733217
     4.52431    0.994582  0.00665798
     4.58895    0.983106  0.00748868
     4.65358    0.980389  0.00699786
     4.71821     0.98114  0.00688013
     4.78285    0.977391  0.00606947
     4.84748     0.97584  0.00687829
     4.91211    0.974308  0.00660483
     4.97674    0.973903  0.00597359
     5.04138    0.978781  0.00605398
     5.10601    0.980845  0.00548659
     5.17064    0.975332  0.00540971
     5.23528    0.978574  0.00542992
     5.29991    0.974516  0.00571332
     5.36454    0.971153  0.00457082
     5.42918    0.976454  0.00468332
     5.49381    0.979458  0.00467144
     5.55844     0.97868  0.00439164
     5.62307    0.980543  0.00551936
     5.68771    0.979055  0.00540804
     5.75234    0.982941  0.00499977
     5.81697    0.975429  0.00439233
     5.88161    0.974204   0.0043452
     5.94624    0.972182  0.00439429
     6.01087    0.970512  0.00468187
     6.07551    0.972329   0.0047397
     6.14014    0.975187  0.00479879
     6.20477    0.979754  0.00478447
      6.2694    0.980365  0.00424623
     6.33404    0.980297   0.0047469
     6.39867    0.982623  0.00444242
