1           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 7.36405e-05  0.00244857   0.0486461    0.290783    0.989025     2.22244     3.63281     4.60849     4.92769     4.52254     3.67063     2.67984     1.80929     1.13233    0.649731     0.34548    0.177797   0.0885941   0.0455811   0.0416984    0.062134    0.108255    0.189193    0.299716    0.447193    0.634412    0.799872    0.917431    0.969701    0.933684    0.810661    0.634778    0.454333    0.313195    0.219136    0.190927    0.252193    0.432822    0.754003      1.2084      1.7259     2.24816     2.59743     2.71293     2.56516     2.19093     1.68318     1.19237    0.786012    0.534768    0.438251    0.458943     0.58668    0.766839    0.907716     1.02527     1.02743    0.921205     0.78124    0.653271    0.568597    0.574459
2           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 7.36405e-05  0.00279837   0.0469824    0.290086     1.01344     2.20617     3.64598     4.63332      4.9029     4.49434     3.66283     2.71406      1.8125     1.12492     0.65381    0.346548    0.174305   0.0816129   0.0472224   0.0378686   0.0532987   0.0959529    0.173954    0.296339    0.447304    0.633681    0.806511    0.943205    0.989695    0.931791    0.815267    0.646055     0.45497    0.313365    0.214941    0.175287    0.238131    0.410493    0.738726     1.20049     1.72483     2.24417     2.62214     2.74902      2.5879     2.18713     1.69541     1.19197    0.789644    0.526171     0.42529    0.447605    0.581442    0.760515    0.920027     1.02269     1.02006    0.920499    0.775438    0.655028    0.559821    0.554392
3           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00349796   0.0411262    0.283304    0.983163     2.22631     3.59577     4.62937     4.92496     4.55897     3.69703     2.71027     1.79859     1.11307    0.636028    0.350056     0.16611   0.0834911   0.0474618   0.0391892   0.0527246    0.101595     0.17464    0.288749    0.443616    0.619252    0.808977    0.933104    0.995989    0.964254    0.822618    0.636202    0.457188    0.311252    0.207278    0.177793    0.233627    0.411336    0.740741     1.19909     1.73757     2.26315     2.62597     2.73656     2.56069     2.18486     1.67993     1.19077    0.793102    0.533029    0.419143    0.454909    0.583868    0.759459    0.927924     1.02713     1.02595    0.915245    0.780455     0.64862    0.557222    0.551525
4           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0   0.0022387   0.0399949    0.277093    0.980625     2.23513      3.6279     4.60158     4.95666     4.50609     3.70446      2.6908     1.79559      1.1376    0.654404    0.342047    0.170704   0.0833139   0.0422642   0.0319919   0.0529479   0.0953054     0.18302    0.305228    0.453368    0.626182    0.804097    0.937251    0.981327    0.936391    0.810591    0.640631    0.466698    0.314668    0.214215    0.183269    0.240766    0.420547    0.743949     1.21732     1.73126     2.24134     2.59944     2.70705     2.56805     2.19263     1.69084     1.20297    0.802264    0.533585    0.423534    0.452183    0.576004    0.757452    0.919096     1.02907     1.02704    0.924736    0.779037    0.642844    0.561959    0.564447
5           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 7.36405e-05  0.00447739   0.0481803      0.2956     1.03592     2.23669     3.62768     4.64165     4.86559     4.47634     3.61889     2.69254     1.80801     1.16698    0.652028    0.352001    0.185073   0.0960715   0.0490689   0.0400476   0.0577323   0.0986662    0.184869    0.299485    0.466139     0.61576    0.785126    0.931043    0.980315    0.943147    0.812615    0.640993    0.455893    0.314454    0.214443    0.196342    0.263187    0.438663    0.751111     1.20031     1.72611     2.22448     2.59236      2.7114     2.55401     2.17121     1.69194     1.20309    0.807399    0.540486    0.432899    0.463794    0.588293    0.762223     0.91116     1.02035     1.01322    0.918333    0.784112    0.652524     0.57717    0.565495
6           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00209878   0.0432558    0.285396     1.01296     2.23894     3.62697     4.60949      4.8817     4.47494     3.72237     2.69837     1.81922      1.1213    0.652622    0.346128    0.177392   0.0842353   0.0536509     0.04292   0.0630271     0.10471    0.184511    0.293655     0.45239    0.630459    0.800423    0.919568    0.972959      0.9247    0.805101    0.639388    0.474868    0.308454    0.224764    0.194382    0.254415    0.439601    0.742475     1.18679     1.72281     2.23384     2.61077     2.70301     2.56999     2.17601     1.71541      1.2029    0.798135    0.534341    0.421819    0.455209    0.583388    0.755235    0.920537     1.00953     1.03703    0.924604    0.787441    0.659081    0.578036    0.565991
7           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00363788    0.050709    0.302952    0.989992     2.22636     3.60916     4.58729     4.93072     4.54417      3.6465     2.72956     1.81571      1.1099     0.63682    0.353565    0.179965   0.0867159   0.0491031   0.0425568   0.0577323    0.103415    0.182722    0.299398    0.451301    0.630919    0.796829    0.923282    0.975033    0.933684    0.814104    0.642348    0.459846    0.307942    0.218451    0.191978    0.252508    0.422615    0.736954     1.19355     1.74411     2.22966     2.60882     2.73083     2.57453     2.19047      1.6883     1.19092    0.790768     0.53417    0.428425    0.449594    0.582522    0.752432      0.9218     1.02904     1.03226    0.926316     0.79315     0.65218    0.564558    0.562551
8           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00293829   0.0459176    0.287804     1.01489     2.22873     3.61798      4.6019     4.93087     4.49908     3.65155     2.68078     1.81224      1.1406     0.67179    0.364548    0.175151   0.0823571   0.0426746   0.0363169   0.0587849    0.102921    0.182304    0.300177    0.454486    0.640719    0.808032    0.930661    0.959655    0.918854    0.794539    0.637286    0.468806    0.322867    0.218056    0.190199    0.259765    0.429758    0.738633     1.19833     1.73266     2.21999     2.60865     2.71331     2.56205     2.19256      1.7035     1.20857    0.798865    0.536508     0.43053    0.453587    0.579536    0.750724    0.909706     1.02061      1.0259    0.932851    0.785707    0.649298    0.572726    0.574955
9           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0    0.003428   0.0467828     0.29598     1.00196     2.23784     3.64609     4.62895     4.85671     4.52235     3.64826     2.67463     1.80171     1.14468    0.654325    0.349751    0.185882   0.0956462   0.0496844   0.0467497   0.0647495    0.108009    0.183586    0.304218    0.448422    0.629755    0.798377    0.920433    0.955854    0.933133    0.806776    0.635998    0.468279    0.314604    0.220902    0.197049    0.259903    0.444676    0.762881     1.20638     1.72701     2.22571     2.57799     2.69647     2.54309     2.18815     1.67985     1.20942    0.805196    0.543351    0.437735    0.464502    0.594423    0.765235    0.924773     1.00667     1.02243    0.914587    0.778427    0.655028    0.572051    0.578792
10           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0 0.000294562  0.00405764   0.0554339    0.325578     1.03066     2.26657     3.64229     4.54754     4.83091     4.48074     3.65002     2.68202     1.83673     1.13879    0.655671    0.356158    0.192129    0.100005   0.0551213   0.0487967   0.0697253    0.112541     0.19817    0.305719    0.449261    0.608288    0.786517    0.910408    0.952521    0.925107    0.818082    0.634235    0.468719      0.3218    0.227069    0.202707     0.27603    0.452527    0.764094     1.20745      1.7116     2.22783     2.56967     2.67801       2.537     2.16285     1.69032     1.21422    0.813278    0.557823    0.452146    0.480324    0.593944    0.752745     0.91005    0.999781     1.01927    0.913725    0.776763    0.669519    0.591391     0.57899
