           1     7.55899     7.55899           0
           2     7.57658     7.56778  0.00621577
           3     7.49972      7.5451   0.0189822
           4      7.5045     7.53495   0.0167312
           5     7.65135     7.55823   0.0247538
           6     7.56101     7.55869   0.0206325
           7     7.57267     7.56069   0.0177814
           8     7.56238      7.5609     0.01556
           9     7.60164     7.56543   0.0144747
          10      7.7296     7.58185   0.0203046
          11     7.56195     7.58004   0.0185391
          12     7.62924     7.58414   0.0174418
          13     7.52759     7.57979   0.0166337
          14      7.5983     7.58111    0.015498
          15     7.48182     7.57449   0.0158153
          16     7.52098     7.57115   0.0151763
          17     7.60016     7.57285   0.0143792
          18      7.3565     7.56083   0.0179129
          19     7.66516     7.56632   0.0177917
          20     7.68832     7.57242   0.0179173
          21     7.49598     7.56878   0.0174299
          22     7.59234     7.56985   0.0166705
          23     7.55685     7.56929   0.0159553
          24     7.47171     7.56522   0.0158001
          25     7.64697     7.56849   0.0155027
          26     7.64456     7.57142     0.01518
          27      7.5308     7.56991   0.0146921
          28     7.69168     7.57426    0.014797
          29     7.53371     7.57286   0.0143527
          30     7.56125     7.57248   0.0138795
          31     7.59976     7.57336   0.0134597
          32     7.60544     7.57436   0.0130763
          33     7.53692     7.57323   0.0127292
          34     7.55068     7.57256   0.0123721
          35     7.66976     7.57534   0.0123263
          36     7.66825     7.57792   0.0122511
          37     7.60464     7.57864   0.0119413
          38      7.6391     7.58023   0.0117325
          39     7.55565      7.5796   0.0114486
          40      7.6313      7.5809   0.0112351
          41     7.64542     7.58247   0.0110708
          42     7.71792     7.58569   0.0112671
          43     7.52897     7.58437   0.0110821
          44     7.60568     7.58486   0.0108408
          45      7.6193     7.58562   0.0106268
          46     7.54053     7.58464   0.0104409
          47     7.65859     7.58622   0.0103366
          48     7.52736     7.58499   0.0101938
          49     7.68394     7.58701   0.0101838
          50     7.64546     7.58818    0.010047
          51      7.5965     7.58834   0.0098513
          52     7.48083     7.58628  0.00987644
          53     7.69519     7.58833  0.00990157
          54     7.51535     7.58698     0.00981
          55     7.63468     7.58785  0.00966991
          56     7.57536     7.58762   0.0094998
          57     7.57163     7.58734  0.00933728
          58      7.6021      7.5876  0.00917976
          59     7.73023     7.59001  0.00933707
          60     7.63463     7.59076  0.00921102
          61      7.6331     7.59145  0.00908614
          62     7.64921     7.59238  0.00898721
          63     7.57223     7.59206  0.00885025
          64     7.57407     7.59178  0.00871643
          65     7.68786     7.59326  0.00870676
          66     7.46993     7.59139  0.00877307
          67     7.54147     7.59065  0.00867372
          68     7.54183     7.58993  0.00857582
          69     7.59559     7.59001  0.00845193
          70     7.52346     7.58906  0.00838449
          71     7.50307     7.58785  0.00835342
          72     7.59088     7.58789  0.00823751
          73     7.59233     7.58795  0.00812489
          74      7.6795     7.58919  0.00810874
          75     7.78133     7.59175  0.00839556
          76     7.52843     7.59092  0.00832633
          77      7.5499     7.59039  0.00823522
          78     7.52646     7.58957  0.00817032
          79     7.55715     7.58916  0.00807719
          80      7.6811      7.5903  0.00805759
          81     7.70729     7.59175  0.00808652
          82     7.68137     7.59284  0.00806142
          83     7.57052     7.59257  0.00796878
          84     7.66864     7.59348   0.0079252
          85     7.58863     7.59342  0.00783217
          86     7.69774     7.59463  0.00783446
          87     7.57565     7.59442  0.00774744
          88     7.61602     7.59466  0.00766329
          89     7.66586     7.59546  0.00761883
          90     7.56625     7.59514  0.00754109
          91     7.74026     7.59673  0.00762498
          92     7.59085     7.59667  0.00754237
          93     7.76342     7.59846  0.00767142
          94     7.57863     7.59825  0.00759271
          95     7.59063     7.59817  0.00751321
          96     7.58865     7.59807   0.0074356
          97     7.64055     7.59851  0.00737183
          98     7.54042     7.59792   0.0073204
          99      7.4804     7.59673  0.00734206
         100     7.67983     7.59756  0.00731552
