           1         1.2         1.2           0
           2         1.2         1.2           0
           3         1.2         1.2           0
           4         1.2         1.2           0
           5         1.2         1.2           0
           6         1.2         1.2           0
           7         1.2         1.2 5.63211e-09
           8         1.2         1.2 5.26836e-09
           9         1.2         1.2 4.96705e-09
          10         1.2         1.2 4.71216e-09
          11         1.2         1.2           0
          12         1.2         1.2           0
          13         1.2         1.2 4.13284e-09
          14         1.2         1.2  3.9825e-09
          15         1.2         1.2           0
          16         1.2         1.2           0
          17         1.2         1.2           0
          18         1.2         1.2 3.51224e-09
          19         1.2         1.2 3.41856e-09
          20         1.2         1.2   3.332e-09
          21         1.2         1.2  3.2517e-09
          22         1.2         1.2 3.17694e-09
          23         1.2         1.2 5.38167e-09
          24         1.2         1.2 6.08337e-09
          25         1.2         1.2 5.96046e-09
          26         1.2         1.2 6.53459e-09
          27         1.2         1.2 6.41244e-09
          28         1.2         1.2  6.8979e-09
          29         1.2         1.2 4.79272e-09
          30         1.2         1.2 4.71216e-09
          31         1.2         1.2  3.7849e-09
          32         1.2         1.2 3.72529e-09
          33         1.2         1.2 3.66841e-09
          34         1.2         1.2 2.55553e-09
          35         1.2         1.2 2.51876e-09
          36         1.2         1.2 2.48353e-09
          37         1.2         1.2 2.44974e-09
          38         1.2         1.2 3.41856e-09
          39         1.2         1.2  2.3861e-09
          40         1.2         1.2 2.35608e-09
          41         1.2         1.2 2.32717e-09
          42         1.2         1.2  3.9825e-09
          43         1.2         1.2 3.93592e-09
          44         1.2         1.2 3.89094e-09
          45         1.2         1.2 3.84746e-09
          46         1.2         1.2 3.80541e-09
          47         1.2         1.2 5.32411e-09
          48         1.2         1.2 5.26836e-09
          49         1.2         1.2 5.21432e-09
          50         1.2         1.2 4.71216e-09
          51         1.2         1.2 4.66573e-09
          52         1.2         1.2 4.62065e-09
          53         1.2         1.2 4.57686e-09
          54         1.2         1.2 4.53428e-09
          55         1.2         1.2 2.84154e-09
          56         1.2         1.2 2.81605e-09
          57         1.2         1.2 2.79124e-09
          58         1.2         1.2           0
          59         1.2         1.2 1.93997e-09
          60         1.2         1.2 3.84746e-09
          61         1.2         1.2  3.8158e-09
          62         1.2         1.2  3.7849e-09
          63         1.2         1.2  4.5986e-09
          64         1.2         1.2 4.56253e-09
          65         1.2         1.2  4.5273e-09
          66         1.2         1.2 5.18792e-09
          67         1.2         1.2 5.14906e-09
          68         1.2         1.2 5.11106e-09
          69         1.2         1.2 5.94966e-09
          70         1.2         1.2 5.90701e-09
          71         1.2         1.2 5.86526e-09
          72         1.2         1.2 6.08337e-09
          73         1.2         1.2 6.52563e-09
          74         1.2         1.2 6.48139e-09
          75         1.2         1.2 6.43804e-09
          76         1.2         1.2 6.39554e-09
          77         1.2         1.2 7.00163e-09
          78         1.2         1.2  6.9566e-09
          79         1.2         1.2 6.91243e-09
          80         1.2         1.2  6.8691e-09
          81         1.2         1.2 6.82656e-09
          82         1.2         1.2 7.17282e-09
          83         1.2         1.2 7.12948e-09
          84         1.2         1.2 7.08692e-09
          85         1.2         1.2  7.0451e-09
          86         1.2         1.2 7.00403e-09
          87         1.2         1.2   7.321e-09
          88         1.2         1.2 7.27928e-09
          89         1.2         1.2 7.23827e-09
          90         1.2         1.2 7.19794e-09
          91         1.2         1.2 7.15829e-09
          92         1.2         1.2 7.11928e-09
          93         1.2         1.2  7.5698e-09
          94         1.2         1.2 7.52942e-09
          95         1.2         1.2 7.48969e-09
          96         1.2         1.2 7.45058e-09
          97         1.2         1.2 7.41208e-09
          98         1.2         1.2 7.37416e-09
          99         1.2         1.2 7.33682e-09
         100         1.2         1.2 7.59813e-09
