gen,cost
1,25804.7
2,24417.6
3,21052.3
4,19881.6
5,18333.2
6,17589.6
7,17439.2
8,17439.1
9,16163.8
10,15192
11,15000.6
12,14744.1
13,14507.1
14,14417.2
15,14151.9
16,13932.2
17,13775
18,13656.5
19,13493.7
20,13493.7
21,13459.7
22,13059
23,12949.1
24,12949.1
25,12929
26,12929
27,12906.8
28,12906.8
29,12774.2
30,12774.2
31,12774.2
32,12679.1
33,12679.1
34,12600.4
35,12600.4
36,12589.7
37,12589.7
38,12564.9
39,12564.9
40,12547.7
41,12530.7
42,12494.8
43,12444.8
44,12444.8
45,12444.8
46,12438
47,12438
48,12389.6
49,12389.6
50,12386.9
51,12375.4
52,12355.5
53,12329.5
54,12280
55,12241.3
56,12216.6
57,12213.9
58,12171.7
59,12171.5
60,12171.5
61,12149.3
62,12149.3
63,12149.3
64,12149.3
65,12149.1
66,12143.2
67,12114.1
68,12114.1
69,12114.1
70,12103.2
71,12103.2
72,12103.2
73,12103.2
74,12016.5
75,12016.5
76,12015.7
77,12015.7
78,12015.7
79,12015.7
80,12015.7
81,12015.7
82,12010.2
83,12010.2
84,12010.2
85,12010.2
86,12010.2
87,12005.6
88,12005.6
89,12005.6
90,12005.6
91,12005.6
92,12003.1
93,12003.1
94,11998.3
95,11998.3
96,11994.9
97,11994.9
98,11994.9
99,11981.3
100,11981.3
101,11973.6
102,11951.2
103,11948.4
104,11912.9
105,11903.4
106,11903.4
107,11903.4
108,11903.4
109,11903.4
110,11903.4
111,11903.4
112,11903.4
113,11903.4
114,11903.4
115,11887.2
116,11887.2
117,11887.2
118,11887.2
119,11887.2
120,11887.2
121,11887.2
122,11887.2
123,11887.2
124,11887.2
125,11887.2
126,11887.2
127,11887.2
128,11887.2
129,11887.2
130,11887.2
131,11845
132,11845
133,11845
134,11845
135,11845
136,11845
137,11845
138,11845
139,11845
140,11845
141,11845
142,11845
143,11845
144,11845
145,11845
146,11845
147,11845
148,11845
149,11845
150,11845
151,11845
152,11845
153,11845
154,11845
155,11845
156,11845
157,11845
158,11845
159,11845
160,11845
161,11845
162,11845
163,11845
164,11845
165,11845
166,11845
167,11845
168,11845
169,11845
170,11845
171,11845
172,11845
173,11845
174,11845
175,11845
176,11845
177,11845
178,11845
179,11845
180,11845
181,11845
182,11842.8
183,11842.8
184,11842.8
185,11842.8
186,11842.8
187,11842.8
188,11842.8
189,11842.8
190,11842.8
191,11842.8
192,11842.8
193,11842.8
194,11842.8
195,11842.8
196,11842.8
197,11842.8
198,11842.8
199,11842.8
200,11842.8
201,11842.8
202,11842.8
203,11842.8
204,11842.8
205,11842.8
206,11829
207,11829
208,11829
209,11829
210,11829
211,11829
212,11829
213,11829
214,11816.1
215,11816.1
216,11816.1
217,11816.1
218,11816.1
219,11816.1
220,11816.1
221,11816.1
222,11816.1
223,11816.1
224,11816.1
225,11816.1
226,11816.1
227,11816.1
228,11816.1
229,11816.1
230,11816.1
231,11816.1
232,11816.1
233,11816.1
234,11816.1
235,11816.1
236,11816.1
237,11816.1
238,11816.1
239,11816.1
240,11816.1
241,11816.1
242,11816.1
243,11816.1
244,11816.1
245,11816.1
246,11816.1
247,11775.3
248,11775.3
249,11775.3
250,11775.3
251,11775.3
252,11775.3
253,11775.3
254,11775.3
255,11775.3
256,11775.3
257,11775.3
258,11775.3
259,11775.3
260,11775.3
261,11775.3
262,11775.3
263,11775.3
264,11775.3
265,11775.3
266,11775.3
267,11775.3
268,11775.3
269,11775.3
270,11775.3
271,11775.3
272,11775.3
273,11775.3
274,11775.3
275,11775.3
276,11775.3
277,11775.3
278,11775.3
279,11775.3
280,11775.3
281,11775.3
282,11775.3
283,11775.3
284,11775.3
285,11775.3
286,11775.3
287,11775.3
288,11775.3
289,11775.3
290,11775.3
291,11775.3
292,11775.3
293,11775.3
294,11775.3
295,11775.3
296,11775.3
297,11775.3
298,11775.3
299,11775.3
300,11775.3
301,11775.3
