gen,cost
1,43946.9
2,40026.5
3,35968
4,31236.6
5,28819.8
6,27166.4
7,25067.5
8,21899
9,20357.5
10,19495
11,19086.6
12,17931.4
13,17694.1
14,17410.2
15,16811.9
16,15355.8
17,14992.1
18,15445.8
19,14899.7
20,15926.5
21,14867.2
22,14216.3
23,14032.2
24,13822.3
25,14480.2
26,13823.9
27,13488
28,14169.4
29,13499.6
30,13523.6
31,13659.1
32,13458.1
33,13166.1
34,13082.4
35,12929.1
36,12815.3
37,12727.9
38,12695.7
39,12689
40,12727.2
41,12692.3
42,12628.6
43,12609.6
44,12640.3
45,12593
46,12578
47,12556.6
48,12663.6
49,12489.6
50,12573.8
51,12590.4
52,12614.2
53,12623.6
54,12857.4
55,12746.6
56,12553.1
57,12481
58,12328.9
59,12288.7
60,12253.3
61,12243.6
62,12199.1
63,12189.4
64,12173.5
65,12165.3
66,12161.7
67,12156.1
68,12149.5
69,12141.2
70,12137.1
71,12123.1
72,12117.4
73,12111.6
74,12108.8
75,12106.7
76,12100.8
77,12081
78,12056.6
79,12084.7
80,12074.1
81,12025.2
82,12029.4
83,12037.2
84,12051.6
85,12034.3
86,12045.8
87,12038
88,12018.2
89,12013.2
90,12028.7
91,12037.9
92,12033.6
93,12008.6
94,12018.4
95,12013.9
96,12004.7
97,12001.3
98,12001.2
99,12010.4
100,12019.6
101,11991.8
102,11991.9
103,12026.2
104,12061.3
105,12267.8
106,12243.7
107,12115.9
108,12067.4
109,11995.8
110,11932.1
111,11944.3
112,11940.1
113,11919.3
114,11916.1
115,11914.7
116,11904.5
117,11902.3
118,11899.2
119,11894.1
120,11890.9
121,11888.7
122,11887.9
123,11887.2
124,11887.9
125,11887.2
126,11888.1
127,11888.8
128,11888.3
129,11887.2
130,11887.2
131,11887.5
132,11887.1
133,11885.1
134,11876.2
135,11907.4
136,11859.9
137,11847.6
138,11846.4
139,11850.2
140,11849.4
141,11845
142,11846.2
143,11845
144,11845.5
145,11845
146,11845
147,11845
148,11845
149,11845.9
150,11845
151,11845
152,11845
153,11845
154,11845
155,11845.6
156,11847.9
157,11845.5
158,11845.5
159,11845.1
160,11845.3
161,11852.1
162,11845.8
163,11845.7
164,11845
165,11845
166,11845
167,11845
168,11845.3
169,11845.2
170,11845
171,11845
172,11845.8
173,11845
174,11845
175,11845
176,11845
177,11845.6
178,11846.5
179,11845
180,11845.4
181,11845
182,11845.2
183,11853.3
184,11844.7
185,11844.1
186,11843.7
187,11843.1
188,11842.9
189,11842.8
190,11842.8
191,11842.8
192,11843
193,11843.2
194,11843.4
195,11842.9
196,11847
197,11866.3
198,11842.8
199,11845.5
200,11842.8
201,11847.6
202,11843.8
203,11848.1
204,11844.5
205,11842.8
206,11842.8
207,11842.9
208,11848.6
209,11838.5
210,11834.2
211,11831.5
212,11830.4
213,11830.1
214,11834.5
215,11831.5
216,11827.6
217,11824.4
218,11821.2
219,11818
220,11818.4
221,11819.2
222,11816.6
223,11817.6
224,11818.1
225,11817.4
226,11822.9
227,11816.1
228,11816.1
229,11816.1
230,11818.9
231,11816.5
232,11816.1
233,11816.1
234,11816.1
235,11816.1
236,11817.9
237,11816.1
238,11816.1
239,11816.1
240,11816.1
241,11816.1
242,11816.1
243,11816.1
244,11816.1
245,11816.6
246,11816.1
247,11816.1
248,11819.1
249,11826.2
250,11806.9
251,11798.4
252,11787.7
253,11782.1
254,11780
255,11778.2
256,11777.7
257,11778.1
258,11779.4
259,11792.7
260,11794.7
261,11778.8
262,11775.3
263,11775.3
264,11775.3
265,11776.9
266,11776.8
267,11775.8
268,11775.3
269,11790.1
270,11775.8
271,11775.3
272,11775.3
273,11775.3
274,11775.4
275,11775.5
276,11775.4
277,11776.1
278,11775.3
279,11775.3
280,11775.6
281,11775.4
282,11775.3
283,11775.3
284,11775.3
285,11775.3
286,11775.3
287,11775.3
288,11775.3
289,11775.3
290,11775.3
291,11775.3
292,11775.3
293,11775.3
294,11775.3
295,11775.3
296,11775.3
297,11775.4
298,11778.5
299,11775.3
300,11775.3
301,11775.3
