           1    -5.46514    -5.46514           0
           2    -5.44309    -5.45411   0.0077947
           3     -5.4778    -5.46201  0.00827955
           4     -5.4643    -5.46258  0.00622947
           5    -5.45617     -5.4613  0.00511389
           6    -5.44262    -5.45819  0.00512246
           7    -5.43474    -5.45484  0.00537561
           8     -5.4646    -5.45606  0.00484013
           9    -5.45631    -5.45608  0.00430243
          10    -5.44407    -5.45488  0.00403645
          11    -5.43444    -5.45302  0.00407496
          12    -5.45018    -5.45279  0.00374227
          13    -5.43728    -5.45159  0.00363967
          14    -5.43596    -5.45048  0.00354682
          15    -5.49065    -5.45316  0.00420144
          16    -5.46972    -5.45419  0.00406445
          17    -5.47723    -5.45555  0.00404505
          18     -5.4996    -5.45799  0.00450024
          19      -5.452    -5.45768  0.00427443
          20    -5.44798    -5.45719  0.00408811
          21    -5.51706    -5.46004  0.00478516
          22    -5.44724    -5.45946  0.00460292
          23    -5.44683    -5.45891  0.00443546
          24    -5.49196    -5.46029  0.00445925
          25    -5.46633    -5.46053  0.00428742
          26    -5.41486    -5.45877  0.00446792
          27    -5.46573    -5.45903  0.00430985
          28    -5.44426     -5.4585  0.00418811
          29    -5.43722    -5.45777   0.0041075
          30    -5.46136    -5.45789  0.00397233
          31    -5.45237    -5.45771  0.00384818
          32    -5.46738    -5.45801  0.00373975
          33    -5.47461    -5.45852  0.00366009
          34    -5.47679    -5.45905  0.00359169
          35    -5.47265    -5.45944  0.00351001
          36     -5.4516    -5.45923  0.00341926
          37    -5.47086    -5.45954  0.00334129
          38    -5.41574    -5.45839  0.00344642
          39     -5.4562    -5.45833  0.00335851
          40    -5.44878    -5.45809  0.00328302
          41    -5.47389    -5.45848  0.00322547
          42    -5.48278    -5.45906  0.00320017
          43     -5.4796    -5.45953  0.00316119
          44    -5.48974    -5.46022    0.003163
          45    -5.45898    -5.46019  0.00309283
          46    -5.44937    -5.45996  0.00303454
          47    -5.49079    -5.46061  0.00304006
          48    -5.48998    -5.46123  0.00303768
          49    -5.43487    -5.46069  0.00302291
          50    -5.44682    -5.46041  0.00297516
          51    -5.46776    -5.46055  0.00292031
          52    -5.44312    -5.46022  0.00288333
          53    -5.47977    -5.46059  0.00285242
          54    -5.48201    -5.46099  0.00282706
          55    -5.47006    -5.46115  0.00278047
          56    -5.45703    -5.46108  0.00273179
          57    -5.43652    -5.46065  0.00271761
          58    -5.44052     -5.4603  0.00269282
          59    -5.42571    -5.45971  0.00271022
          60    -5.47965    -5.46004  0.00268535
          61    -5.44917    -5.45987  0.00264724
          62    -5.46978    -5.46003  0.00260936
          63    -5.47317    -5.46024  0.00257627
          64    -5.48627    -5.46064  0.00256792
          65    -5.47451    -5.46086  0.00253726
          66    -5.47007    -5.46099  0.00250266
          67    -5.48626    -5.46137  0.00249356
          68    -5.46116    -5.46137  0.00245689
          69    -5.46854    -5.46147  0.00242348
          70    -5.48235    -5.46177  0.00240714
          71    -5.46652    -5.46184  0.00237416
          72    -5.46399    -5.46187  0.00234138
          73    -5.47707    -5.46208  0.00231855
          74    -5.46817    -5.46216  0.00228868
          75     -5.4458    -5.46194  0.00226854
          76    -5.46157    -5.46194  0.00223869
          77    -5.47252    -5.46207  0.00221384
          78    -5.44183    -5.46181  0.00220061
          79    -5.46069     -5.4618   0.0021728
          80    -5.47339    -5.46194  0.00215047
          81    -5.46748    -5.46201  0.00212501
          82    -5.50234     -5.4625  0.00215525
          83     -5.4708     -5.4626  0.00213159
          84    -5.43115    -5.46223  0.00213885
          85    -5.47746    -5.46241  0.00212118
          86    -5.47725    -5.46258  0.00210353
          87     -5.4458    -5.46239  0.00208818
          88    -5.45675    -5.46232  0.00206543
          89    -5.44517    -5.46213   0.0020512
          90    -5.46371    -5.46215  0.00202848
          91    -5.47968    -5.46234  0.00201532
          92    -5.47736    -5.46251  0.00200002
          93    -5.46733    -5.46256  0.00197918
          94    -5.44885    -5.46241  0.00196349
          95    -5.47887    -5.46258  0.00195045
          96    -5.43245    -5.46227  0.00195522
          97    -5.48533    -5.46251  0.00194946
          98    -5.46071    -5.46249  0.00192966
          99    -5.45387     -5.4624  0.00191213
         100    -5.46987    -5.46248  0.00189446
