mu,sigma^2,energy,err
0.832069,0.381401,-0.4406,0.000311585
0.832069,0.381401,-0.4406,0.000311585
0.832069,0.381401,-0.4406,0.000311585
0.832069,0.381401,-0.4406,0.000311585
0.832069,0.381401,-0.4406,0.000311585
0.832069,0.381401,-0.4406,0.000311585
0.832069,0.381401,-0.4406,0.000311585
0.832069,0.381401,-0.4406,0.000311585
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.791068,0.376723,-0.444044,0.000231366
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.788765,0.378265,-0.444108,0.000254437
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.829204,0.383617,-0.44055,0.000278728
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.796047,0.338938,-0.434845,0.000285307
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
0.801998,0.40161,-0.441808,0.000304274
