0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,1.94639
9,1.38728
10,1.38728
11,1.60525
12,1.60525
13,2.18459
14,3.2044
15,3.2044
16,3.03851
17,3.52201
18,2.27473
19,2.13906
20,2.32031
21,2.69239
22,2.69239
23,2.69239
24,3.06293
25,3.0273
26,3.0273
27,1.84578
28,2.04442
29,1.09926
30,1.09926
31,1.09926
32,0.868189
33,0.868189
34,0.868189
35,0.898888
36,0.898888
37,1.53931
38,0.424145
39,1.41028
40,1.41028
41,1.41028
42,1.41028
43,1.41028
44,2.59583
45,2.18947
46,2.09826
47,1.25202
48,1.57785
49,1.57785
50,1.65339
51,0.755923
52,0.638903
53,0.719619
54,1.11184
55,1.23097
56,0.888366
57,0.888366
58,1.85571
59,1.85571
60,1.43619
61,1.71844
62,1.71844
63,2.1072
64,2.57805
65,1.97754
66,1.97754
67,1.97754
68,1.97754
69,1.97754
70,1.33618
71,1.33618
72,1.33618
73,1.96897
74,1.96897
75,1.96897
76,3.09069
77,2.43217
78,2.43217
79,2.43217
80,1.86547
81,1.47741
82,1.47741
83,2.11249
84,2.11249
85,2.49457
86,2.49457
87,2.49457
88,2.50259
89,3.57843
90,2.90794
91,2.90794
92,2.40989
93,1.75257
94,0.633998
95,0.633998
96,0.652039
97,0.652039
98,1.03607
99,1.5336
100,1.21487
101,1.21487
102,1.78304
103,1.78304
104,1.78304
105,1.78304
106,0.915094
107,0.915094
108,0.753119
109,1.48575
110,1.48575
111,1.48575
112,1.48575
113,1.92815
114,1.68874
115,1.02904
116,1.02904
117,1.02904
118,0.88653
119,1.69056
120,1.69056
121,1.6161
122,0.938284
123,1.06252
124,1.06252
125,1.31288
126,0.795578
127,1.87262
128,1.87262
129,1.79327
130,1.63528
131,1.52312
132,0.97867
133,0.376551
134,0.376551
135,0.376551
136,0.376551
137,0.376551
138,0.376551
139,0.376551
140,1.00039
141,0.959138
142,2.19258
143,2.19258
144,2.19258
145,2.01511
146,2.01511
147,0.911561
148,0.911561
149,1.80092
150,1.6697
151,1.6697
152,2.74267
153,2.24098
154,1.37275
155,1.37275
156,1.40454
157,1.49977
158,1.49977
159,1.4935
160,1.16773
161,0.668028
162,0.876585
163,0.876585
164,1.05536
165,1.05536
166,1.02816
167,1.18259
168,1.14724
169,1.14724
170,1.44081
171,1.44081
172,1.44081
173,1.44081
174,1.44081
175,1.40138
176,0.323237
177,0.323237
178,1.05697
179,1.27684
180,1.27684
181,1.35489
182,1.35489
183,0.464702
184,0.464702
185,0.464702
186,0.464702
187,0.464702
188,0.464702
189,1.04855
190,1.04855
191,1.04855
192,1.82281
193,1.83854
194,1.83854
195,2.39423
196,2.39423
197,2.83839
198,3.38809
199,4.06488
200,4.06488
201,3.45371
202,3.36748
203,3.36748
204,3.36748
205,3.26689
206,2.83497
207,2.78679
208,2.78679
209,2.88042
210,3.80555
211,3.93284
212,5.06744
213,4.54991
214,4.52437
215,4.89514
216,4.00866
217,4.58643
218,4.58643
219,4.62417
220,4.62417
221,4.64314
222,4.11767
223,4.11767
224,2.88912
225,2.77432
226,2.95091
227,2.95091
228,2.95091
229,2.31602
230,2.50948
231,2.50948
232,2.95577
233,2.55153
234,2.55791
235,2.55791
236,3.89204
237,3.23932
238,3.3128
239,3.23065
240,3.23065
241,3.23065
242,2.79165
243,1.46784
244,1.55098
245,1.50231
246,1.50231
247,0.934936
248,0.934936
249,0.934936
250,0.934936
251,0.934936
252,0.934936
253,0.934936
254,0.934936
255,0.934936
256,1.45131
257,1.03889
258,0.905983
259,0.905983
260,0.905983
261,0.6705
262,0.805507
263,1.64789
264,1.08018
265,1.08018
266,1.08018
267,1.08018
268,1.38764
269,1.38764
270,1.30603
271,1.30603
272,1.5024
273,1.74196
274,1.49866
275,1.49866
276,1.49866
277,1.49866
278,1.49866
279,1.49866
280,1.49866
281,0.200143
282,0.200143
283,0.200143
284,1.07524
285,0.876945
286,0.876945
287,0.999261
288,0.910722
289,0.910722
290,0.833827
291,0.833827
292,0.642238
293,1.39421
294,1.39421
295,1.39421
296,1.39421
297,1.39421
298,1.7117
299,1.78499
300,1.82586
301,1.62443
302,1.62443
303,0.843402
304,1.53639
305,1.10972
306,1.10972
307,1.13209
308,2.00514
309,2.00514
310,1.478
311,0.373361
312,0.642951
313,1.43566
314,1.03215
315,1.03215
