0,2.12709
1,2.12709
2,0.572187
3,0.572187
4,0.492455
5,0.492455
6,0.492455
7,0.492455
8,0.492455
9,0.492455
10,0.469982
11,0.469982
12,0.469982
13,0.728071
14,0.818989
15,0.818989
16,1.16924
17,1.16924
18,2.78687
19,1.9813
20,1.48967
21,0.832397
22,0.72916
23,0.618633
24,0.618633
25,1.28483
26,1.04379
27,1.04379
28,1.61313
29,1.63821
30,1.41437
31,1.41437
32,1.41437
33,1.2282
34,1.2282
35,1.26106
36,0.653872
37,0.723896
38,1.09945
39,1.09945
40,1.28335
41,1.28335
42,1.88974
43,1.88974
44,1.88974
45,1.17602
46,0.740716
47,0.740716
48,0.657316
49,0.657316
50,0.791555
51,0.791555
52,1.28744
53,1.60592
54,1.41756
55,2.01812
56,2.01812
57,1.01631
58,0.469659
59,0.807859
60,0.807859
61,0.807859
62,0.597503
63,0.597503
64,0.597503
65,0.597503
66,1.80154
67,1.80154
68,2.26584
69,2.26584
70,2.26584
71,2.26584
72,2.22823
73,2.22823
74,2.50806
75,2.50806
76,2.5277
77,2.87898
78,2.87898
79,2.87898
80,3.60404
81,3.71168
82,3.71168
83,3.71168
84,3.71168
85,3.41761
86,3.74285
87,4.39098
88,3.94013
89,3.94013
90,3.94013
91,3.95679
92,4.14885
93,4.18139
94,4.18139
95,4.18139
96,4.18139
97,4.18139
98,4.18139
99,4.05745
100,4.05745
101,3.32291
102,3.32291
103,3.76487
104,3.59866
105,2.98759
106,2.98759
107,2.98759
108,2.58906
109,3.44881
110,4.22032
111,3.91946
112,3.63155
113,3.63155
114,3.03999
115,2.04265
116,2.55877
117,2.66266
118,2.66266
119,2.66266
120,2.66266
121,2.52087
122,2.11639
123,2.11639
124,2.11639
125,1.50451
126,1.25577
127,0.779954
128,0.682608
129,0.682608
130,0.682608
131,0.682608
132,1.73524
133,1.73524
134,1.73524
135,1.47423
136,1.47423
137,0.758084
138,0.644942
139,0.644942
140,0.644942
141,0.644942
142,0.644942
143,0.644942
144,0.644942
145,0.644942
146,0.644942
147,0.644942
148,0.644942
149,1.41656
150,1.95989
151,1.44777
152,1.44777
153,1.44777
154,1.66931
155,1.69783
156,1.19258
157,1.40346
158,1.40346
159,1.40346
160,1.40346
161,0.783105
162,0.778718
163,0.778718
164,0.727711
165,1.77774
166,1.09284
167,1.57132
168,0.289293
169,0.439996
170,0.439996
171,1.38321
172,2.09817
173,2.09817
174,2.09817
175,1.27125
176,1.54468
177,1.54468
178,1.54468
179,0.509671
180,0.509671
181,0.509671
182,0.509671
183,0.509671
184,0.928451
185,0.928451
186,0.311691
187,0.311691
188,0.311691
189,1.03883
190,1.03883
191,0.971903
192,0.971903
193,0.684179
194,0.684179
195,0.684179
196,0.684179
197,0.893755
198,1.1021
199,1.35038
200,1.75669
201,1.46342
202,1.7477
203,1.7477
204,1.7477
205,1.7477
206,1.59015
207,1.59015
208,1.40458
