-0.778983,-2.647425,0.813535
-2.403665,2.430296,-8.618525
-1.398474,-2.395440,-7.267094
0.048926,1.286801,-5.990175
-1.684738,0.657318,-1.568164
-0.459829,1.032888,-0.955268
4.341850,5.897519,-8.505317
1.484454,0.050611,-2.808323
1.021490,-0.715932,1.361445
-1.123581,-0.949734,5.175949
0.309652,-3.125794,8.880204
0.382130,-0.535300,-3.010168
-2.425475,-4.228509,6.694004
0.622353,0.780973,6.114395
3.804888,-4.538423,-8.509274
-1.745054,1.051910,2.023507
1.869481,-0.884237,5.110368
3.512550,3.825889,2.934126
1.299722,-1.561531,-3.080567
-1.603688,-0.585344,6.782479
-1.278693,0.820422,-6.099445
-1.178380,1.528806,-3.754945
2.211395,-3.235644,-4.355477
-0.188593,-3.306101,-6.210610
-0.043302,1.040399,-5.421068
0.987104,-1.397563,-2.156324
0.370999,-0.949930,4.895813
2.319846,0.914685,-2.790661
-0.564810,-0.673647,1.076585
7.181396,2.020529,7.862630
-1.961421,0.538875,3.213851
2.258266,1.458953,2.829777
1.527084,-2.937226,3.436144
0.904808,0.398043,2.887426
-0.590296,4.018567,3.191875
-0.871960,0.606908,5.948810
3.150376,5.003190,5.563344
-0.225117,0.878336,1.301424
0.133109,2.689884,-1.082874
2.108239,1.696436,4.216872
-0.364535,0.040597,-2.442667
-0.840568,-0.419746,1.184245
-1.743721,3.771448,5.559195
-0.415504,3.114509,4.226224
4.590239,1.239251,8.848676
2.418467,-0.998396,-2.523154
-2.383743,-2.695101,5.143329
-2.382670,-0.953659,3.252477
-1.877346,-0.774840,1.489979
3.796760,5.678412,3.296375
-7.053450,2.042909,2.093645
1.574035,-3.503627,-3.339030
3.219257,-4.701765,3.829591
-3.640531,2.923314,-4.858719
-1.879948,-1.631053,-2.993054
-2.762954,-3.454160,-2.679349
-3.077818,-2.727436,5.078225
-1.519555,-0.352130,1.579780
0.174271,0.440580,1.561376
0.816991,0.977256,-3.031601
0.241030,2.375000,-1.180597
-1.201579,-2.793610,2.040243
-0.506576,4.854904,-2.436031
-3.803182,-0.576133,-6.359683
2.991864,-0.398104,7.855612
1.942572,-3.998455,3.820861
-1.659661,-0.130729,4.167976
2.917614,-0.717907,8.043667
-4.469872,-0.290228,1.936751
-0.349236,-0.596152,4.654117
1.486813,1.352442,0.950943
0.920124,-4.248068,-3.844540
-1.965262,0.074191,3.736687
2.074390,-1.554312,3.110153
-2.227641,0.715313,-5.084477
0.966605,-0.367430,-2.164226
-3.195698,-1.466471,-2.299349
0.210786,-1.027192,-3.406396
1.633964,1.061640,-6.852273
4.119698,1.223310,-2.916062
-0.318027,-1.911220,-3.784606
-1.929131,-0.141875,3.684433
2.178643,-1.019221,-5.489037
-2.585326,-4.670772,2.971683
-0.344874,-2.062982,-4.008674
3.262358,-4.123651,-3.670863
1.628822,-3.071839,-2.867807
-1.352057,2.018442,3.795141
4.201284,-2.209516,6.110350
-5.387196,-1.135509,7.846067
2.230409,1.923343,3.229658
0.739450,-2.848236,-5.221098
-2.887030,-1.512380,-5.332148
2.421791,-2.153245,4.001233
-0.144311,1.688288,-6.291194
0.811072,-1.865350,-7.142132
0.329591,-4.670492,-3.931341
-0.970577,-2.900826,2.243822
2.649552,0.570445,1.232361
0.386994,4.769053,4.494868
0.714912,-0.056030,2.695982
-0.872557,0.646397,4.788703
-1.544717,2.282085,2.662096
2.807449,2.849597,5.060940
1.730106,2.789240,-2.525042
-0.726693,-4.204600,4.863168
-0.911435,-2.484074,-5.416107
-1.912823,-1.005243,-0.718710
-0.626820,-1.545829,2.992530
-1.815430,2.417074,-1.187951
-0.671161,0.727504,-2.301716
1.114015,1.733037,-2.695184
0.314054,0.125496,-3.379083
-0.735634,0.935918,-2.189973
2.313419,-3.305944,9.774035
2.714987,-6.348986,2.575415
-2.385492,-2.810941,-3.186525
1.695489,1.189805,-1.597789
-2.864996,-1.165849,-1.836300
-2.890326,-3.740875,-1.818489
0.375181,-0.264758,-4.251749
-0.423397,-4.017626,5.855191
-2.141693,-1.820662,9.828538
-2.787961,-3.199979,1.810346
2.734580,2.898915,-3.321467
0.217337,1.573209,2.938048
0.326650,0.179319,-0.904962
0.899611,4.072500,-4.675536
-0.231641,1.301732,-2.057097
0.680218,-1.239165,2.236473
0.430261,-1.614055,2.090308
-4.165192,1.146613,2.688756
-1.872517,-3.010054,-4.625095
-0.245242,-0.530567,4.138711
2.196350,5.869490,6.880573
-7.376537,-6.028904,3.827318
-0.136866,2.480998,-1.489391
-0.025014,0.828608,1.241073
0.297791,0.469695,-4.494722
-3.296012,2.140181,7.120503
-2.980836,-1.619469,-1.366069
2.683648,4.300627,3.559948
0.685650,3.005686,2.325262
4.593469,-1.127893,5.040520
0.859179,-3.179029,-2.502618
3.310233,-4.942041,-5.399392
-3.618264,-1.876767,-3.217823
2.712935,2.298944,-4.061132
1.075501,-0.619192,-5.922126
-2.404612,-3.942855,4.015864
0.581342,-0.403021,-2.515765
0.636795,-0.390607,-3.435578
2.050972,-0.217819,2.961800
0.533391,-1.384312,-4.486912
-0.973643,1.033297,5.402591
0.446416,-1.185926,-3.713796
0.139659,-0.623597,3.307470
