           1     1.09866     1.09866           0
           2     1.11702     1.10784  0.00649094
           3     1.08279     1.09949  0.00807532
           4     1.09649     1.09874  0.00609112
           5     1.08465     1.09592  0.00548595
           6     1.09681     1.09607   0.0045736
           7     1.09155     1.09543  0.00396553
           8     1.10243      1.0963  0.00356523
           9     1.11029     1.09786  0.00349161
          10     1.09681     1.09775  0.00314403
          11     1.10235     1.09817  0.00288592
          12     1.09678     1.09805  0.00264776
          13     1.10342     1.09847  0.00247602
          14     1.08134     1.09724  0.00258371
          15     1.08838     1.09665  0.00247807
          16     1.09643     1.09664  0.00232323
          17     1.11592     1.09777  0.00244787
          18     1.10247     1.09803  0.00232573
          19     1.08532     1.09736  0.00229756
          20     1.10586     1.09779   0.0022216
