           1    -5.02672    -5.02672           0
           2    -5.05536    -5.04104   0.0101272
           3    -5.00336    -5.02848   0.0122786
           4    -5.02359    -5.02726  0.00926958
           5    -5.00652    -5.02311  0.00829164
           6    -5.02548    -5.02351  0.00691913
           7     -5.0155    -5.02236  0.00602438
           8    -5.03354    -5.02376  0.00543098
           9    -5.04421    -5.02603   0.0052814
          10    -5.02532    -5.02596  0.00475375
          11    -5.03451    -5.02674  0.00438474
          12    -5.02539    -5.02663  0.00402077
          13    -5.03635    -5.02737  0.00378046
          14    -4.99942    -5.02538  0.00400323
          15    -5.01242    -5.02451  0.00382844
          16    -5.02448    -5.02451  0.00358916
          17    -5.05304    -5.02619  0.00374977
          18    -5.03288    -5.02656  0.00355982
          19    -5.00742    -5.02555  0.00351216
          20    -5.03992    -5.02627  0.00340925
