           1    -3.37873    -3.37873           0
           2    -3.37983    -3.37928 0.000390741
           3    -3.37917    -3.37924  0.00026208
           4    -3.37885    -3.37914 0.000214425
           5    -3.37954    -3.37922 0.000185544
           6    -3.38028     -3.3794 0.000222505
           7    -3.37818    -3.37922 0.000250086
           8    -3.37989    -3.37931 0.000232423
           9    -3.37877    -3.37925 0.000214185
          10    -3.38011    -3.37933 0.000209292
          11    -3.38098    -3.37948 0.000237985
          12    -3.38023    -3.37955 0.000226073
          13    -3.38123    -3.37968 0.000242898
          14    -3.37741    -3.37951 0.000274321
          15    -3.37984    -3.37954 0.000256923
          16    -3.37983    -3.37955 0.000241533
          17    -3.37915    -3.37953 0.000228474
          18    -3.37918    -3.37951 0.000216621
          19    -3.37944    -3.37951 0.000205256
          20    -3.38113    -3.37959 0.000210494
