block_number,block_average,block_error,progressive_average,progressive_error
1,5.31927,5.31927,0
2,5.46138,5.39033,0.0710549
3,5.41871,5.39979,0.0421002
4,5.47148,5.41771,0.0347483
5,5.46772,5.42771,0.028714
6,5.43085,5.42823,0.0234507
7,5.35244,5.41741,0.0225842
8,5.63168,5.44419,0.0331648
9,5.41405,5.44084,0.0294397
10,5.47997,5.44475,0.0266209
11,5.49773,5.44957,0.0245564
12,5.38265,5.44399,0.0231001
13,5.40756,5.44119,0.021433
14,5.58469,5.45144,0.0223342
15,5.39064,5.44739,0.0211834
16,5.43435,5.44657,0.019832
17,5.43595,5.44595,0.0186394
18,5.37331,5.44191,0.0180308
19,5.66677,5.45375,0.0207592
20,5.48362,5.45524,0.0197504
21,5.43854,5.45445,0.0188032
22,5.42536,5.45312,0.0179769
23,5.63735,5.46113,0.0189533
24,5.34746,5.4564,0.0187543
25,5.35027,5.45215,0.0184826
26,5.25314,5.4445,0.0193369
27,5.44274,5.44443,0.0186071
28,5.48247,5.44579,0.0179816
29,5.45678,5.44617,0.0173546
30,5.57656,5.45052,0.0173203
31,5.51315,5.45254,0.0168737
32,5.66288,5.45911,0.0176106
33,5.51472,5.4608,0.0171516
34,5.60813,5.46513,0.0171945
35,5.38392,5.46281,0.0168564
36,5.47111,5.46304,0.0163831
37,5.41507,5.46174,0.0159869
38,5.46446,5.46181,0.0155606
39,5.37689,5.45964,0.015312
40,5.54451,5.46176,0.0150743
41,5.33653,5.4587,0.015016
42,5.43389,5.45811,0.014666
43,5.50331,5.45916,0.0143594
44,5.4978,5.46004,0.0140567
45,5.41166,5.45897,0.0137828
46,5.36694,5.45697,0.0136275
47,5.48188,5.4575,0.0133449
48,5.52919,5.45899,0.013149
49,5.52142,5.46026,0.0129408
50,5.40791,5.45922,0.0127225
51,5.4658,5.45935,0.0124712
52,5.59961,5.46204,0.0125229
53,5.55771,5.46385,0.0124163
54,5.38339,5.46236,0.0122749
55,5.4952,5.46296,0.0120645
56,5.56795,5.46483,0.0119945
57,5.37931,5.46333,0.0118773
58,5.53132,5.4645,0.0117295
59,5.49228,5.46497,0.0115386
60,5.47935,5.46521,0.0113472
61,5.47031,5.4653,0.0111599
62,5.48583,5.46563,0.0109834
63,5.48771,5.46598,0.0108134
64,5.51108,5.46668,0.0106664
65,5.51783,5.46747,0.0105304
66,5.56526,5.46895,0.010475
67,5.3598,5.46732,0.0104452
68,5.42064,5.46664,0.0103134
69,5.38689,5.46548,0.0102283
70,5.2948,5.46304,0.0103718
71,5.53358,5.46404,0.0102728
72,5.51547,5.46475,0.0101543
73,5.30231,5.46252,0.0102585
74,5.4299,5.46208,0.0101285
75,5.3783,5.46097,0.0100548
76,5.56012,5.46227,0.010007
77,5.47018,5.46237,0.00987676
78,5.37982,5.46132,0.0098066
79,5.59388,5.46299,0.00982601
80,5.50284,5.46349,0.00971519
81,5.38071,5.46247,0.00964877
82,5.49475,5.46286,0.0095385
83,5.51841,5.46353,0.00944661
84,5.38273,5.46257,0.00938292
85,5.4609,5.46255,0.00927189
86,5.4242,5.4621,0.00917429
87,5.35969,5.46093,0.00914431
88,5.57669,5.46224,0.00913502
89,5.29438,5.46036,0.00922662
90,5.33443,5.45896,0.00923019
91,5.45107,5.45887,0.00912861
92,5.52725,5.45961,0.00905938
93,5.4957,5.46,0.00896984
94,5.55389,5.461,0.00892993
95,5.42494,5.46062,0.00884358
96,5.49377,5.46097,0.00875778
97,5.60747,5.46248,0.00879763
98,5.35252,5.46136,0.00877939
99,5.38926,5.46063,0.00872072
100,5.40212,5.46004,0.00865287
