gen,cost
1,26091.7
2,25252.5
3,24430.1
4,22482.4
5,19787.1
6,19621.8
7,18297
8,18084.9
9,17133.4
10,16338.4
11,16317.1
12,15940.6
13,15782.1
14,15586.9
15,15092.8
16,14828.7
17,14715.7
18,14708.3
19,14365.9
20,14193.3
21,14078.9
22,13936.6
23,13936.6
24,13651.7
25,13651.7
26,13462.7
27,13435.4
28,13409.3
29,13409.1
30,13368.9
31,13300.6
32,13300.6
33,13181.9
34,13128.6
35,13031
36,12916.4
37,12896.1
38,12851.5
39,12718.6
40,12718.6
41,12718.6
42,12701.9
43,12679.3
44,12679.3
45,12679.3
46,12665.2
47,12665.2
48,12606
49,12606
50,12561.8
51,12463.9
52,12463.9
53,12446.8
54,12446.8
55,12446.8
56,12401
57,12401
58,12401
59,12373.1
60,12373.1
61,12361.9
62,12329.8
63,12329.6
64,12329.6
65,12329.6
66,12320.6
67,12295.4
68,12283.9
69,12283.9
70,12280.3
71,12196.3
72,12196.3
73,12196.3
74,12196
75,12131.7
76,12131.7
77,12104
78,12104
79,11965
80,11962.5
81,11962.5
82,11919.1
83,11917.7
84,11907.4
85,11907.4
86,11907.4
87,11906.3
88,11894.8
89,11885.6
90,11885.6
91,11885.6
92,11885.6
93,11876.6
94,11852.4
95,11852.4
96,11852.4
97,11849.1
98,11849.1
99,11846.8
100,11843.5
101,11843.5
102,11843.5
103,11830
104,11830
105,11830
106,11830
107,11815.9
108,11815.9
109,11799.2
110,11799.2
111,11794.1
112,11794.1
113,11792.9
114,11792.9
115,11792.9
116,11792.9
117,11792.9
118,11792.9
119,11792.9
120,11792.9
121,11792.9
122,11792.9
123,11792.9
124,11791.6
125,11791.6
126,11791.6
127,11791.6
128,11791.6
129,11791.6
130,11791.6
131,11789
132,11789
133,11789
134,11789
135,11789
136,11789
137,11788.9
138,11788.9
139,11786.5
140,11786.5
141,11786.5
142,11786.5
143,11786.5
144,11786.5
145,11786.5
146,11786.5
147,11786.5
148,11786.5
149,11786.5
150,11786.5
151,11786.5
152,11786.5
153,11786.5
154,11786.5
155,11786.5
156,11786.5
157,11786.5
158,11786.5
159,11786.5
160,11786.5
161,11786.5
162,11786.5
163,11786.5
164,11786.5
165,11786.5
166,11786.5
167,11786.5
168,11786.5
169,11786.5
170,11786.5
171,11786.5
172,11786.5
173,11786.5
174,11786.5
175,11786.5
176,11786.5
177,11786.5
178,11786.5
179,11786.5
180,11786.5
181,11786.5
182,11786.5
183,11786.5
184,11786.5
185,11786.5
186,11786.5
187,11786.5
188,11786.5
189,11786.5
190,11786.5
191,11786.5
192,11786.5
193,11786.5
194,11786.5
195,11786.5
196,11786.5
197,11786.5
198,11786.5
199,11786.5
200,11786.5
201,11786.5
202,11786.5
203,11786.5
204,11786.5
205,11786.5
206,11786.5
207,11786.5
208,11786.5
209,11786.5
210,11786.5
211,11786.5
212,11786.5
213,11786.5
214,11786.5
215,11786.5
216,11786.5
217,11786.5
218,11786.5
219,11786.5
220,11786.5
221,11786.5
222,11786.5
223,11786.5
224,11786.5
225,11786.5
226,11786.5
227,11786.5
228,11786.5
229,11786.5
230,11786.5
231,11786.5
232,11786.5
233,11786.5
234,11786.5
235,11786.5
236,11786.5
237,11786.5
238,11786.5
239,11786.5
240,11786.5
241,11786.5
242,11786.5
243,11786.5
244,11786.5
245,11786.5
246,11786.5
247,11740.8
248,11740.8
249,11740.8
250,11740.8
251,11740.8
252,11740.8
253,11740.8
254,11740.8
255,11740.8
256,11740.8
257,11740.8
258,11740.8
259,11740.8
260,11740.8
261,11740.8
262,11740.8
263,11740.8
264,11740.8
265,11740.8
266,11740.8
267,11740.8
268,11723.2
269,11723.2
270,11723.2
271,11723.2
272,11723.2
273,11723.2
274,11723.2
275,11723.2
276,11723.2
277,11723.2
278,11723.2
279,11723.2
280,11723.2
281,11723.2
282,11723.2
283,11723.2
284,11723.2
285,11723.2
286,11723.2
287,11723.2
288,11723.2
289,11723.2
290,11723.2
291,11723.2
292,11723.2
293,11723.2
294,11723.2
295,11723.2
296,11723.2
297,11723.2
298,11723.2
299,11723.2
300,11723.2
301,11723.2
