gen,cost
0,43814.5
1,39778.5
2,35970.7
3,32598.6
4,28570.5
5,25950.3
6,24814.4
7,23664.1
8,22703.8
9,22380
10,21440.3
11,20558.1
12,19208
13,18562.1
14,17953.9
15,17852.7
16,17446.1
17,17498.3
18,16942.8
19,16396.3
20,15973.5
21,15374.1
22,14899.1
23,14551.3
24,14248.7
25,14064.9
26,13931.4
27,13875.7
28,13849.1
29,13838.4
30,13876.4
31,13829.9
32,13783.8
33,13734.9
34,13651.3
35,13608.3
36,13618
37,13597.6
38,13476.8
39,13471.4
40,13518.2
41,13379
42,13215.1
43,13156.8
44,13122.2
45,13164.7
46,13081.1
47,13023.5
48,12993.5
49,12960.4
50,12938.9
51,12930
52,12913.2
53,12892.7
54,12893.6
55,12931.3
56,12808.4
57,12759.3
58,12756.5
59,13067.1
60,12946.5
61,13497.1
62,13080.8
63,13343.6
64,13376.1
65,13174.5
66,12856.2
67,12914.2
68,12697.1
69,12617.1
70,12689.2
71,12867.6
72,12674.6
73,13627.9
74,12812.5
75,12558
76,12549.7
77,12520.6
78,12580.3
79,12782.2
80,12572.8
81,12552.9
82,12555.7
83,12535.8
84,12511.1
85,12494.3
86,12484.1
87,12476.1
88,12476.9
89,12471.6
90,12468.5
91,12468.5
92,12468
93,12467
94,12465.6
95,12464.7
96,12464.3
97,12464.3
98,12465.1
99,12464.3
100,12482
101,12464
102,12462.1
103,12457.1
104,12450.9
105,12442.2
106,12430.1
107,12417.6
108,12409.9
109,12399.1
110,12399.4
111,12398
112,12396.7
113,12396.7
114,12400.9
115,12410.5
116,12397.4
117,12394.2
118,12392.3
119,12391.3
120,12389.4
121,12389.4
122,12389.2
123,12398
124,12390.3
125,12421.5
126,12391.2
127,12397.5
128,12387
129,12387.4
130,12387.1
131,12387
132,12387
133,12387
134,12387
135,12387.1
136,12387.1
137,12389.1
138,12388.1
139,12389.8
140,12392.1
141,12387
142,12387
143,12387
144,12387
145,12389.4
146,12390.5
147,12383.1
148,12373.3
149,12358.1
150,12347.5
151,12339.1
152,12338.8
153,12338.2
154,12360.9
155,12410.5
156,12423.4
157,12353.6
158,12343.6
159,12332.6
160,12314
161,12284.4
162,12259.1
163,12233.7
164,12223.2
165,12222.5
166,12207.5
167,12208.9
168,12202.8
169,12199.9
170,12202.1
171,12201.6
172,12201.9
173,12197.8
174,12194.8
175,12189.4
176,12175.5
177,12162.8
178,12154.3
179,12120
180,12102.1
181,12096.1
182,12095.2
183,12090.4
184,12090.3
185,12089.8
186,12092.4
187,12093.5
188,12089.6
189,12108.4
190,12096.2
191,12089.5
192,12089.5
193,12088.9
194,12084.5
195,12095.6
196,12076.1
197,12079.1
198,12057.7
199,12054.3
201,12050.6
202,12048.7
203,12048.7
204,12048.7
205,12056.1
206,12048.7
207,12048.7
208,12050.4
209,12125.7
210,12057
211,12070.4
212,12072.5
213,12052.5
214,12050.5
215,12080.6
216,12049
217,12048.7
218,12048.7
219,12050.7
220,12048.7
221,12048.7
222,12048.7
223,12048.7
224,12048.7
225,12048.7
226,12048.7
227,12052.2
228,12049.7
229,12053.7
230,12079.1
231,12098.9
232,12048.7
233,12048.7
234,12048.7
235,12048.7
236,12048.7
237,12054.8
238,12066.4
239,12051.3
240,12048.7
241,12048.7
242,12048.7
243,12050.4
244,12048.7
245,12048.7
246,12048.7
247,12048.7
248,12048.7
249,12048.7
250,12048.7
251,12050.4
252,12048.8
253,12048.9
254,12049
255,12054
256,12048.7
257,12048.7
258,12048.7
259,12048.7
260,12048.7
261,12055
262,12049.7
263,12050.8
264,12051.4
265,12052.8
266,12055.1
267,12059.6
268,12049
269,12049.7
270,12048.7
271,12049.6
272,12052.5
273,12053.9
274,12048.7
275,12048.7
276,12050.9
277,12048.7
278,12049.5
279,12050.5
280,12054.9
281,12048.7
282,12048.7
283,12049
284,12056
285,12058.1
286,12054.3
287,12048.7
288,12049.2
289,12048.7
290,12048.7
291,12048.7
292,12048.7
293,12054
294,12048.7
295,12049.2
296,12048.8
297,12048.7
298,12048.7
299,12048.7
300,12048.7
