gen,cost
1,28828.7
2,26794.9
3,25113.5
4,24027.5
5,21812.1
6,21192.3
7,20298.2
8,19939.6
9,19885.8
10,19161.6
11,19083.9
12,18733.4
13,18607.7
14,18404.4
15,17577.6
16,17149.6
17,16876.1
18,16755.8
19,16366.3
20,16366.3
21,16015.8
22,15992.9
23,15886.4
24,15708.5
25,15633.2
26,15574.1
27,15527.5
28,15435.2
29,15375.9
30,15197.4
31,15037.5
32,14941.4
33,14827.2
34,14794.8
35,14558.3
36,14473.6
37,14470.3
38,14265.2
39,14265.2
40,14222.9
41,14196.6
42,14052.9
43,13984
44,13963.5
45,13674.1
46,13674.1
47,13662.2
48,13517.9
49,13487.1
50,13480.4
51,13365.5
52,13336.2
53,13311.4
54,13311.4
55,13304.6
56,13304.6
57,13304.6
58,13299
59,13299
60,13299
61,13202.4
62,13202.4
63,13202.4
64,13196.5
65,13196.3
66,13196.3
67,13159.3
68,13060.8
69,13017.7
70,13003.6
71,12954.6
72,12954.6
73,12949.9
74,12773.9
75,12773.9
76,12773.9
77,12773.9
78,12773.9
79,12744.5
80,12697.9
81,12680.1
82,12680.1
83,12680.1
84,12680.1
85,12680.1
86,12680.1
87,12680.1
88,12680.1
89,12680.1
90,12680.1
91,12646.1
92,12646.1
93,12646.1
94,12646.1
95,12646.1
96,12646.1
97,12637.6
98,12625.3
99,12625.3
100,12625.3
101,12625.3
102,12625.3
103,12625.3
104,12625.3
105,12625.3
106,12625.3
107,12625.3
108,12578.3
109,12571.5
110,12565.2
111,12565.2
112,12565.2
113,12558.6
114,12558.6
115,12528.3
116,12527.9
117,12527.9
118,12527.9
119,12527.9
120,12500.2
121,12500.2
122,12394.9
123,12367.2
124,12367.2
125,12344.8
126,12337.6
127,12337.6
128,12326.2
129,12325.8
130,12325.8
131,12325.8
132,12325.8
133,12272.1
134,12272.1
135,12272.1
136,12272.1
137,12271.6
138,12269.6
139,12268.5
140,12268.5
141,12268.5
142,12268
143,12268
144,12268
145,12268
146,12268
147,12250.3
148,12250.3
149,12250.3
150,12250.3
151,12250.3
152,12250.3
153,12250.3
154,12250.3
155,12236.7
156,12236.7
157,12236.7
158,12236.7
159,12236.7
160,12236.7
161,12236.7
162,12236.7
163,12236.7
164,12236.7
165,12236.7
166,12236.7
167,12236.7
168,12236.7
169,12236.7
170,12236.7
171,12236.7
172,12236.7
173,12236.7
174,12236.7
175,12236.7
176,12236.7
177,12236.7
178,12236.7
179,12236.7
180,12236.7
181,12236.7
182,12236.7
183,12236.7
184,12236.7
185,12236.7
186,12236.7
187,12223.2
188,12223.2
189,12223.2
190,12223.2
191,12223.2
192,12223.2
193,12223.2
194,12199.7
195,12199.7
196,12199.7
197,12199.7
198,12199.7
199,12199.7
200,12180
201,12180
202,12180
203,12180
204,12180
205,12180
206,12180
207,12180
208,12180
209,12180
210,12180
211,12180
212,12177.2
213,12180
214,12180
215,12180
216,12180
217,12177.4
218,12180
219,12180
220,12180
221,12179.3
222,12169.3
223,12180
224,12180
225,12180
226,12180
227,12180
228,12180
229,12180
230,12180
231,12180
232,12180
233,12180
234,12180
235,12180
236,12180
237,12180
238,12180
239,12159.2
240,12159.2
241,12159.2
242,12159.2
243,12159.2
244,12159.2
245,12159.2
246,12159.2
247,12159.2
248,12159.2
249,12159.2
250,12159.2
251,12096.7
252,12096.7
253,12096.7
254,12096.7
255,12096.7
256,12096.7
257,12096.7
258,12096.7
259,12096.7
260,12096.7
261,12096.7
262,12089.7
263,12089.7
264,12089.7
265,12089.7
266,12089.7
267,12089.7
268,12087
269,12087
270,12060.7
271,12058.1
272,12058.1
273,12058.1
274,12058.1
275,12057.5
276,12057.5
277,12057.5
278,12057.5
279,12057.5
280,12057.1
281,12057.1
282,12057.1
283,12034
284,12034
285,12034
286,12034
287,12034
288,12034
289,12034
290,12012.3
291,12034
292,12034
293,12034
294,12034
295,12034
296,12034
297,12034
298,12004.3
299,12024.6
300,12024.6
