mu,sigma^2,energy,err
0.163616,1.02713,-0.24738,0.0008499
0.163616,1.02713,-0.24738,0.0008499
0.186735,0.946661,-0.251454,0.000811465
0.00618672,1.16335,-0.224775,0.00103476
0.00618672,1.16335,-0.224775,0.00103476
0.0797284,1.012,-0.249824,0.000683277
0.225778,1.04387,-0.240794,0.000888656
0.338288,0.995961,-0.240021,0.00100203
0.11397,0.921977,-0.247272,0.000671552
0.11397,0.921977,-0.247272,0.000671552
0.11397,0.921977,-0.247272,0.000671552
0.156402,1.10638,-0.233508,0.000998959
0.321126,1.0299,-0.23389,0.000938801
0.321126,1.0299,-0.23389,0.000938801
0.321126,1.0299,-0.23389,0.000938801
0.529627,0.799118,-0.267795,0.00078592
0.309898,1.01652,-0.23896,0.000938784
0.309898,1.01652,-0.23896,0.000938784
0.260152,0.842736,-0.243148,0.000587929
0.256759,0.975691,-0.249979,0.00072784
0.256759,0.975691,-0.249979,0.00072784
0.256759,0.975691,-0.249979,0.00072784
0.256759,0.975691,-0.249979,0.00072784
0.256759,0.975691,-0.249979,0.00072784
0.106806,0.928117,-0.246344,0.000688185
0.106806,0.928117,-0.246344,0.000688185
0.109604,0.861411,-0.233306,0.000637716
0.111714,1.10067,-0.236071,0.00109842
0.111714,1.10067,-0.236071,0.00109842
0.111714,1.10067,-0.236071,0.00109842
0.0792599,0.970586,-0.250676,0.000603385
0.238576,1.12864,-0.219932,0.00110565
0.440868,1.00747,-0.216484,0.00114033
0.440868,1.00747,-0.216484,0.00114033
0.343395,0.882613,-0.254167,0.000759598
0.343395,0.882613,-0.254167,0.000759598
0.542406,0.818694,-0.262219,0.000823881
0.577675,0.832292,-0.250165,0.000988698
0.577675,0.832292,-0.250165,0.000988698
0.66768,0.609495,-0.336878,0.000540265
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.797155,0.425476,-0.435512,0.000326733
0.841251,0.358492,-0.435429,0.000273311
0.841251,0.358492,-0.435429,0.000273311
0.801107,0.39582,-0.443166,0.000256316
0.801107,0.39582,-0.443166,0.000256316
0.801107,0.39582,-0.443166,0.000256316
0.706352,0.383948,-0.414021,0.000218628
0.716069,0.389679,-0.419699,0.00022432
0.716069,0.389679,-0.419699,0.00022432
0.716069,0.389679,-0.419699,0.00022432
0.716069,0.389679,-0.419699,0.00022432
0.716069,0.389679,-0.419699,0.00022432
0.716069,0.389679,-0.419699,0.00022432
0.716069,0.389679,-0.419699,0.00022432
0.716069,0.389679,-0.419699,0.00022432
0.716069,0.389679,-0.419699,0.00022432
0.716069,0.389679,-0.419699,0.00022432
